gene1,gene2
WNT1,LRP6
WNT10A,ATF5
WNT10A,CTCF
WNT10A,FZD10
WNT10B,CTCF
WNT10B,FOSB
WNT10B,FZD10
WNT16,CTCF
WNT16,FZD10
WNT16,NFYC
WNT2,ATF5
WNT2B,FOSB
WNT3,LRP6
WNT3A,LRP6
WNT4,EGR1
WNT4,LRP6
WNT5A,EGR2
WNT5A,EGR3
WNT5A,LRP6
WNT5B,LRP6
WNT6,LRP6
WNT7A,LRP6
WNT7B,CTCF
WNT7B,FZD10
WNT7B,ZIC2
WNT8A,CTCF
WNT8A,FZD10
WNT8B,LRP6
WNT9A,LRP6
WNT9B,LRP6
XRCC6,ACD
XRCC6,CCT3
XRCC6,CDCA5
XRCC6,PAFAH1B3
XRCC6,RPLP1
YWHAB,CDC25B
YWHAB,CDC25C
YWHAB,MDM4
YWHAB,RNPS1
YWHAB,ZFP36
YWHAG,CDC25B
YWHAG,CDC25C
YWHAG,MCM5
YWHAG,MDM4
YWHAG,RNPS1
YWHAG,ZFP36
YWHAZ,CDC25B
YWHAZ,CDC25C
YWHAZ,MDM4
YWHAZ,NFYA
YWHAZ,XRCC6
ZFP64,SETDB1
ZHX1,PAFAH1B3
ZHX1,TERF1
ZIC2,ADAMTS1
ZIC2,BUB3
ZIC2,COL4A4
ZIC2,DHX30
ZIC2,ENSA
ZIC2,HPX
ZIC2,KDM6A
ZIC2,LRG1
ZIC2,NDUFA4L2
ZIC2,POLR3F
ZIC2,PPFIBP2
ZIC2,SLC13A4
ZIC2,SSRP1
ZIC2,THOC6
ZIC2,TPD52L1
ZIC2,UBE2A
ZIC2,ZNF189
ZMYND11,BMPR1A
ZNF143,BUB1B
ZNF581,HNRNPC
ZNF7,RPL7
