"","eHCC-1","eHCC-2","eHCC-3","eHCC-4","eHCC-5","eHCC-6","eHCC-7","eHCC-8","eHCC-9","eHCC-10","eHCC-11","eHCC-12","eHCC-13","eHCC-14"
"SMAD3",7.453141672,7.573839547,7.772905216,8.038160702,8.273455315,8.331742156,7.327851977,7.545868973,8.01779083,7.810495423,8.348415502,8.791279892,8.06122356,8.424948859
"SMAD4",8.616226449,9.18382213,8.900028993,9.055275759,8.71804698,8.409396079,8.277506065,8.943077223,8.532984581,8.708196682,8.81771848,9.008838927,8.829786097,8.500992671
"SMARCA2",9.726205723,10.02908094,9.770191776,9.215545539,10.10552914,9.987148495,9.99444327,9.166050642,10.03634259,10.02831153,9.172450027,9.661785545,10.2891063,9.761182311
"SMARCA4",9.120942596,8.607923144,8.894089709,8.735411043,8.806432018,9.010373998,9.038370016,8.994470545,8.957595765,9.281872194,8.682528335,9.125436062,8.788827753,9.257784598
"SMARCB1",7.29041572,7.571801374,7.408420592,7.574195465,7.221683039,7.57283848,7.525413618,7.459417329,7.681738593,7.509297871,7.377817496,7.630329016,7.582380056,7.313448081
"SMARCC1",8.64934396,9.336211132,8.733862379,8.791279892,8.639272713,8.232228919,8.3711168,8.492291162,8.223119562,8.798335684,8.323447708,8.903294172,8.703522714,8.531312485
"SMARCC2",7.591659758,7.998310403,8.381727908,8.024673131,8.398724988,8.487758429,8.095530137,7.515767068,7.990227563,8.363096005,8.506321705,8.183689479,8.038549483,8.423607157
"SMARCD1",8.77340085,8.712918792,8.977392306,8.86832806,9.098358239,9.059320721,8.798335684,8.655983127,9.113361502,9.011833029,8.957595765,9.413051244,8.804211815,9.201140445
"SMARCD2",6.12538323,6.246945783,6.168686193,7.129322212,6.390635736,6.430830021,7.216024574,6.37846997,6.414984349,6.836478594,6.461311712,6.096746087,6.121831498,6.412422399
"SMARCD3",5.592489324,6.0805569,5.831072582,5.928178443,5.993673142,6.182982787,5.881232116,5.831793026,7.071784806,5.817767902,6.015506629,6.677913638,5.474449728,7.835264718
"SMARCE1",6.941641834,6.860475408,7.042305604,7.438766937,7.363514346,7.60003883,7.593864515,6.916953377,7.449960618,7.403913256,7.213413784,7.608961547,6.867908993,7.26169792
"SMC1A",4.636367344,5.12249915,4.80339095,5.201836219,5.278332474,5.491303589,4.446444807,4.525625482,5.19414532,5.033303867,5.731406621,5.021992833,4.999678984,5.725953659
"SMC2",7.330704693,6.443720833,5.988333552,6.21859295,6.930784764,7.21377764,6.771027598,6.117175752,6.928916684,6.587537873,6.686658435,6.618521236,6.630704942,6.43702618
"SMC3",7.637053435,8.565347437,8.312556531,8.252105654,8.316335125,7.564844714,7.744637516,8.132785427,8.696331491,8.872830715,8.715244693,8.416003487,8.560016608,7.856594408
"SMC4",8.376566779,7.958453745,7.886105531,7.115163926,7.713176125,7.247654551,8.787304846,7.776405658,7.748639114,7.565935191,7.991040744,7.901666475,7.65984589,7.717527013
"SMCR8",4.604133928,4.516918431,4.5162067,4.449408108,4.570402402,4.500559076,4.596704355,4.536241896,4.47565241,4.524618487,4.513364151,4.432301809,4.592590806,4.533888423
"SMG5",8.052146542,8.137731099,7.723679517,8.433419605,8.547765035,8.062833371,7.863155817,7.917149858,7.386314999,7.199300877,7.734657877,7.938276123,7.493035824,7.784372411
"SMG7",9.180548503,8.945601975,9.297827812,9.177991248,9.695044759,9.603433501,8.587231411,8.561388594,8.827807445,8.419195322,8.870092677,8.895028466,8.85737216,9.214425641
"SMG8",6.556018041,5.795842948,6.317821602,6.366626873,5.661015437,5.147891856,6.072862029,6.016733329,6.033143383,6.116869617,5.835167381,5.688680514,5.996397681,5.622931166
"SMPD1",7.16371856,7.069562491,6.747920587,7.111957121,6.719243422,6.377895116,6.650130699,7.062842204,6.415271901,6.856886749,7.733851007,6.254121978,6.810997179,6.177454638
"SMS",9.585445874,9.628712542,9.154169706,9.213384864,9.141677008,8.879858259,9.108497485,9.473412804,8.694485589,9.449303386,9.07316346,9.572760221,9.29842198,8.969531784
"SMYD2",8.118788277,8.233735855,8.262813882,8.330789984,8.083607764,7.744637516,8.741906663,8.820698165,8.298592131,8.638383976,7.748639114,7.924194525,8.093505188,8.265245296
"SMYD3",6.283345584,7.508542335,7.482439579,7.209051022,6.932301624,6.853180905,7.069562491,6.974891682,7.486035658,6.986379673,6.096526989,7.21275929,6.774836017,6.804686408
"SNAPIN",5.76897188,4.598730335,5.325044593,5.656597446,5.529516886,5.23415023,6.035016827,5.950192865,5.642777492,5.403726459,5.387038005,5.305369216,5.147260932,5.636025229
"SND1",10.91622692,9.952536399,10.02272499,9.961129021,10.23661147,10.41369053,10.4781377,10.10062075,9.91752541,9.702570318,9.563491498,10.00348429,10.69539663,10.48912794
"SNF8",8.308818889,7.292090762,7.347418813,7.366722399,7.271994884,7.663528367,8.060383804,7.871925545,6.961069677,7.786265794,7.467759839,7.412800017,7.26350194,8.087215691
"SNHG1",5.923880937,6.325626259,6.103378916,6.532921555,6.636292214,6.276600088,6.115802922,6.496237469,6.687266236,6.573346706,7.243902891,6.773568309,6.193654466,6.189517626
"SNRNP200",5.858298344,5.892564236,6.181860825,6.351401381,6.947703788,7.092346842,6.476637904,6.235842529,5.790747176,6.653410563,6.669400801,6.213352474,6.466075307,6.170098983
"SNRNP40",7.887707799,8.242847897,7.907398478,7.75613966,7.583518623,7.829197506,8.667242963,8.188087385,8.071877488,8.281529777,7.478675913,7.984532229,7.887353967,7.351003138
"SNRPA",7.700053682,7.749611842,7.697011435,7.449574159,7.679265323,8.299068,8.035460096,7.998663249,7.455971792,8.029419062,7.989072857,7.917149858,7.970359064,8.088500136
"SNRPB",10.23858008,10.45626757,10.20084632,10.67280114,10.24137172,10.46803941,10.82017453,10.60111605,10.43459892,10.4639841,10.54109178,10.56745262,10.35151726,9.522477305
"SNRPB2",10.02508049,10.44175051,10.16817303,10.36862642,10.37492578,9.731737609,10.85168131,10.35905465,10.65691168,10.48608847,10.12063126,10.63859348,10.23961758,9.418494586
"SNRPC",9.372900902,9.452239916,9.353892326,9.271072787,8.966534024,8.784169595,9.65449513,9.34103682,9.299067708,9.313725999,8.909097546,9.261718682,9.228305079,8.909097546
"SNRPD1",5.674493121,5.561717345,5.16158868,5.554917358,5.392997395,5.041862845,5.966511374,5.299791921,5.806695498,5.392997395,5.608182646,5.600796648,5.633750331,5.42727225
"SNRPD2",12.68048571,12.77302399,12.51508502,12.26591207,12.45282943,12.31991831,12.95109381,12.57449507,12.99101962,12.51828912,12.21980725,12.90165276,12.19509905,12.61630571
"SNRPE",4.727110565,4.649207217,4.796201344,4.688659336,4.58005971,4.720917935,4.659513326,4.67221508,4.84600761,4.741805866,4.855334919,4.635903027,5.13089643,4.73288247
"SNRPF",10.5535261,10.51337088,10.60006031,10.71093997,10.45347166,10.53551565,10.76857448,11.39441485,10.88760078,11.2283822,10.67382314,10.90538082,10.09277391,10.15275626
"SNW1",5.770139252,5.865113183,5.761209925,5.777701613,5.355712783,4.893990149,5.666180696,5.779978788,5.613552116,5.837483325,5.953633392,5.573455334,5.6777543,5.475899443
"SNX12",5.898710223,5.149968845,4.9024717,5.200479786,5.022319016,4.479723721,5.340217589,5.582608223,5.436078186,5.462522985,5.200836478,5.416857672,4.835351321,4.672196369
"SNX27",9.118157258,9.366058958,9.573364142,9.430148754,9.374228407,8.557745536,8.918108895,9.295656752,9.834954293,9.128771201,9.552521207,9.529183499,9.069135237,9.472810957
"SNX30",7.406090496,7.494431191,7.661594479,7.375170527,7.70710692,6.878939808,7.270438547,7.670180626,7.667606082,7.816201745,7.83451913,7.812808138,7.196592676,7.223047956
"SOCS2",9.516340894,11.54562939,10.37492578,9.804974495,9.931088072,11.86544698,9.743038585,10.21884659,10.22312729,10.83539279,9.642076762,10.40579026,10.72251025,9.282981153
"SOCS7",4.820128962,4.65891651,4.608181471,4.974218664,4.57303256,4.643991078,4.783547635,4.834869567,4.987050542,5.12543783,4.797662901,4.861628095,4.679278919,4.635917087
"SORL1",9.811296878,9.250319131,9.539363933,8.959974404,10.72128978,10.47426031,10.06384159,9.546861277,8.977870171,8.606050819,9.618698019,8.599823115,9.848846102,9.681285594
"SORT1",7.611597458,8.496309886,8.627271985,8.222256592,7.647947767,6.772019817,8.130451618,8.400089384,7.494431191,6.673365142,8.481843118,8.651078037,7.87498787,9.152977191
"SOS1",5.535000656,5.392395278,5.905096291,6.079561676,5.721521451,5.38984631,5.650433908,5.850514562,5.816598753,5.764875274,5.724435754,5.702834504,5.404217112,5.601388287
"SOS2",5.256929132,5.326040179,5.361231568,4.825181733,5.231832727,4.923116686,5.388077594,5.089122638,5.196289362,5.644567102,5.302451306,5.23106047,5.495843199,5.048239049
"SOWAHA",7.830796688,6.946525361,6.302765601,6.837746949,7.33035942,5.376713795,6.647732938,5.568874852,5.426047602,5.04233038,6.589515252,5.987852569,6.968284219,5.09949237
"SPAG5",6.279948695,4.886169033,5.908708603,5.725344098,5.299059234,5.609300858,6.030461101,5.829651414,5.420483426,5.363032214,5.222495033,5.104404621,5.329795398,5.556663759
"SPATA6L",5.109789693,6.05489343,5.244149444,5.692464684,6.277122714,6.522276843,5.104913626,4.839345168,4.623935279,4.714608662,5.069920883,5.29746823,5.898710223,5.412865942
"SPATS2",6.103054624,5.366750209,5.70512965,5.816118113,5.420483426,5.417856017,5.933950997,5.817539178,6.215033053,5.74538241,5.786185659,6.016733329,5.529516886,5.785245357
"SPC24",6.834459535,6.262093404,6.87959571,5.833929373,6.253596726,7.540405394,7.880232616,7.010783391,5.750977016,7.172608525,7.107283594,6.350272961,6.265211268,7.206115191
"SPC25",4.701068288,5.063472389,4.970000931,4.706704181,5.16295153,5.063628544,5.257330777,5.502134019,5.017766168,5.22312105,4.841735493,4.780100732,4.840460439,4.976004364
"SPINT2",6.027338539,8.984172075,6.409771161,6.387487871,6.524777125,6.572905497,6.657137462,7.513209484,8.959974404,6.739204433,5.903385416,7.820291749,6.353400696,8.098780961
"SPNS1",7.849970476,8.14982593,8.180482426,8.342357531,8.27264005,8.928026557,8.112006227,8.185374666,7.961506272,8.150549339,8.72350922,8.948346292,8.268220156,8.636483313
"SPON2",5.89821259,7.178819524,7.408798314,7.307125257,6.526781174,5.837678347,5.818768857,6.174621839,6.803788787,7.699600824,7.662787565,7.130239046,7.126150551,6.562976626
"SPP2",10.08420818,11.98626396,9.991544766,10.85568605,11.91100666,10.6919381,13.58368027,9.000825905,11.01215127,11.35869823,9.981853596,10.38987329,11.45471982,10.19251686
"SPRR1A",4.527567315,4.545034171,4.506144991,4.514156091,4.659631595,4.681534938,4.506652058,4.521759885,4.670984688,4.710494157,4.388286728,4.464327661,4.513341683,4.477917316
"SPRY2",7.047878438,7.865085664,8.089997259,8.14613237,7.406870063,7.90472099,7.250003915,7.768699277,7.865497662,7.240671003,7.831899915,7.946974379,8.110095178,7.501763611
"SPRYD4",9.425385234,8.794983683,9.373595719,9.857956042,8.895604595,9.003549752,8.860301798,9.662324065,8.672017833,10.22965838,8.572002008,8.241706261,9.461517852,8.470760829
"SPSB2",7.113825764,5.863014109,7.253031263,7.046949073,6.013340525,5.724884423,7.608263451,6.054358468,5.79703789,6.085391189,6.351947815,6.400252646,6.973276154,6.398569951
"SQLE",8.375150598,9.743038585,7.451893738,6.768545418,8.373282902,6.239740312,10.77214554,7.078529948,8.108792024,6.793314558,8.472166155,8.660660871,9.698366057,7.627188247
"SRD5A1",8.581407324,8.804727744,8.353310003,9.464507446,9.452943199,8.783621012,7.11784808,8.580667692,7.447844756,8.805531038,8.733352113,7.572434035,9.65733731,7.381703788
"SRM",8.666543772,8.188087385,8.016949376,8.534264025,7.839874929,8.535980985,8.442833083,8.647430605,8.015707595,8.493071327,7.275765371,7.965382405,8.357110368,8.485670858
"SRPK1",8.85836474,8.141993867,8.048229791,8.507673857,8.019190788,7.751896157,8.649764719,8.507673857,7.660853899,8.085539389,7.869550075,8.130865576,8.360438902,7.485372764
"SRPK2",6.619123419,6.387720185,5.139592651,5.565764854,6.110137255,5.811916942,6.075809989,5.888069784,6.25583729,5.885648701,5.537408506,6.064050838,6.349000636,5.514288426
"SRSF9",10.94362349,10.9785475,10.79271529,10.85446466,10.76373517,10.61684904,10.55137852,11.47569489,11.05889394,11.10470356,10.96882818,11.13231417,10.868223,10.52185796
"SRXN1",9.335584176,8.361727402,7.813185181,9.815516565,7.880597652,7.229292973,8.204778687,8.332160708,8.576844847,8.480923209,8.000676279,8.405392214,7.50356227,7.771872111
"SSB",8.916102171,9.015404158,8.829347003,9.105340343,8.80842887,8.711049643,8.865385,9.082239534,9.187144323,8.91762192,8.346320194,9.150787595,8.821612445,8.772934339
"SSNA1",8.021487038,7.362783825,7.472230411,7.391731682,7.945397901,7.849215471,7.956545919,7.921156849,7.369094205,7.661594479,7.895278038,7.890639784,7.682780414,7.794849654
"SSRP1",5.022543506,6.090930703,5.831793026,6.087240814,6.022941734,6.154375435,5.685531514,5.999343117,5.866093526,6.33525673,6.477864918,5.876273124,6.030461101,6.357666232
"ST3GAL3",6.192785597,6.629879342,6.642888533,6.838324523,7.436040561,7.8086026,7.320531832,6.446045981,6.335537765,6.767888144,6.281950479,7.093681774,7.188325859,6.806193059
"ST3GAL6",8.182836311,8.477859411,7.656273281,8.213738577,8.915620752,8.518254509,9.012825621,7.505097775,7.604650133,8.32567683,8.819200592,7.751553019,9.441710581,8.575955646
"STAG1",7.347794416,7.26104447,7.447844756,7.102874178,6.722914495,7.233345763,7.492096798,7.263164326,7.140298183,6.845958385,6.789930374,7.294816901,7.365254233,6.831232035
"STAM",6.605398676,7.165437292,7.150641716,7.005153449,6.925111588,6.639126905,7.306797826,7.166343586,7.203121983,6.959383867,6.740015294,6.856886749,7.13965643,6.693663818
"STAMBP",9.408289789,9.086820027,9.258833109,9.642707798,9.175190569,8.648783555,9.419574987,9.355569283,9.233806546,9.413051244,9.341559999,9.14279387,9.282981153,9.090871539
"STARD7",11.20551643,11.10470356,10.96461845,11.07835946,11.0512454,10.92636592,10.91226497,10.85809141,11.0572159,11.42982716,10.93809062,10.78409193,10.85688608,11.05391681
"STAU2",6.939351653,7.313448081,7.50356227,7.861937587,7.008099194,6.583693533,6.970196198,7.093046069,7.637799941,7.453141672,7.319140496,7.104830829,7.357952513,6.888300721
"STEAP3",11.07176557,10.85688608,11.01879414,10.89495347,10.88627473,11.23186978,8.987691888,10.68076519,9.87296729,10.93809062,11.1835064,10.19167259,10.79999163,9.724845045
"STIL",6.987011756,6.550576674,7.043960995,5.956941312,6.795773296,7.045588136,7.580883731,6.559276477,6.648001358,6.682137879,6.644204219,6.858423901,6.249274897,6.682137879
"STIP1",9.128277956,9.355040991,8.731374953,9.222884851,8.926998856,9.441710581,9.503115305,8.908538148,8.863840426,9.44298404,9.262736868,9.174553818,9.211939163,9.576013053
"STK24",10.47325875,10.59786088,10.61575703,10.51550757,10.06543971,10.15782223,10.93441926,10.78783991,10.80125751,10.65691168,10.54590695,10.87853859,10.17473458,10.63399995
"STK25",8.249056354,8.38303752,8.326976137,8.5396603,8.880925642,8.57248378,8.525540355,8.347970757,8.386057233,8.067343205,8.492670318,8.503638808,8.314335699,8.450579429
"STK3",8.230219774,9.003549752,8.706755581,9.007710628,8.952884749,8.72404073,8.713593159,7.607520102,8.98149584,8.236156919,9.083727951,8.603784191,9.37525615,8.938298442
"STK35",6.562091261,6.408036465,6.932635878,7.010424729,6.969273381,6.158501087,5.973160124,6.347867483,6.156395032,6.277960577,7.372075133,6.338303817,5.492027311,6.079022007
"STK39",5.937023067,7.073516307,7.275080349,6.115520354,7.146680448,6.543167719,5.637079153,6.042306456,7.060973458,6.642888533,7.08570384,7.892039732,6.009354334,8.065876841
"STMN1",6.433010879,6.96230091,6.589178232,5.682112076,6.213073208,7.179491233,7.934432298,6.744300479,7.29146335,7.80267344,7.194200208,7.527523153,6.372686934,7.305454768
"STOM",8.703997795,10.15431315,9.494721497,9.664431673,9.23749541,8.980043172,10.16135047,9.803469385,9.474607534,10.17473458,8.999281827,9.44298404,9.03216499,9.143284207
"STOML2",10.88760078,10.76140523,11.06894907,10.85925772,10.94500039,10.76857448,11.18805024,11.11082584,11.19084662,11.25570865,10.76609062,10.91857388,11.08365555,10.91622692
"STRBP",6.723550779,6.865647014,7.195902549,6.857632605,7.822750454,7.438766937,6.651056266,6.424055255,6.607475109,7.10318503,7.514229,7.475677879,7.342202079,7.143403545
"STT3B",8.785915454,7.887353967,8.025943762,7.679946262,7.137670655,6.667005709,7.659121531,7.783962944,7.770760473,8.0996002,7.291761975,7.553962413,7.860756029,6.946525361
"SUCLG2",11.59771827,11.27967263,11.41120645,11.63275899,10.81020278,11.20845985,10.97568012,11.26743659,10.67620225,11.12956435,10.35721809,10.07288129,11.45079454,10.84537878
"SUN2",11.4569285,11.37480853,11.66103077,12.10989396,12.09790659,12.46720994,11.2703651,11.70541546,11.70940783,11.84392163,12.07550416,11.62246764,11.83340493,11.73174027
"SUN5",4.993544935,4.8630967,5.255157944,4.861002892,4.673901655,5.248763376,5.017904179,5.098153364,4.72990168,5.479079983,4.886386861,4.979815732,5.009982337,4.728214245
"SUOX",10.35151726,10.15782223,10.71664251,10.43743675,10.95432279,10.93297983,10.77360701,9.919716098,10.28814477,10.68076519,11.50088269,10.44768535,11.1757391,10.52507956
"SUPT16H",9.513762843,9.288059033,9.426455488,9.621181215,9.483369851,9.536546728,9.706806713,9.463381212,9.593215277,9.662324065,9.758456089,9.535871706,9.154632971,9.599405191
"SUPT4H1",9.16826076,8.651445884,8.876831736,8.743705947,8.759169243,8.290415469,9.180548503,8.711547812,9.111214467,9.353892326,8.898519346,9.148800093,8.788271967,8.634225737
"SUPV3L1",8.056302152,7.630014244,7.978632273,7.782796519,7.788375441,8.21165591,7.139297943,7.90018295,7.647947767,7.796969337,8.287945242,7.890288217,8.060383804,8.007807859
"SUV39H1",8.685883364,7.630329016,8.117116642,8.127732322,8.144098489,8.243261861,8.678185531,8.100714389,7.465951009,8.229822263,8.258340899,8.111667222,7.989496502,7.75791362
"SUV39H2",6.056946334,5.765109593,6.036580342,6.113810531,6.075809989,6.666091072,5.982503879,5.875290467,5.542341577,5.796086638,5.761021022,5.642112684,6.245010916,5.941936156
"SUZ12",9.993032968,10.46102591,10.23764088,10.16817303,10.61684904,10.74730544,10.47909061,10.14524005,10.53782126,9.753053063,10.68076519,10.54903287,9.922798,10.40866707
"SVEP1",6.982984912,9.47086339,8.71935211,8.047469984,7.897924023,8.397094149,7.738124489,7.57626621,10.24306867,8.142806345,8.061582156,9.240767688,7.90508384,9.906213997
"SYT13",4.649378545,5.637286795,4.532680765,4.580354538,4.680325555,4.675758813,4.772525945,4.604459531,5.827530862,4.879471618,4.528018922,5.910655771,4.614231015,4.659513326
"TACC3",5.725344098,5.309258903,5.297582099,4.922648257,5.577463941,5.750733164,5.816802399,5.751699127,5.480961772,5.927463009,5.995145302,5.923880937,5.74743598,5.987602722
"TACSTD2",4.908114806,7.770046461,5.512575076,5.741522931,5.456396286,4.686600776,4.535346015,5.65175826,7.698810063,4.737954319,4.585725299,5.287477654,5.501695966,5.686372012
"TAF12",7.932208823,8.038979944,7.908518825,7.902504569,7.824677946,7.056861281,8.706755581,8.292270749,8.513837992,8.359161067,7.163413922,7.780525666,7.754417404,7.401908499
"TAF1A",5.11357698,5.573259335,5.140250491,5.42946212,5.482604702,4.752738801,5.326499722,5.162366821,5.417695826,5.120634198,5.290272659,5.224838121,5.423000564,4.969819762
"TAF2",6.673971637,7.525761252,7.302790721,7.547292255,7.010098458,6.552031128,7.544738481,7.080784787,7.205163709,6.755598692,7.446368853,7.345527306,7.425183362,6.983273209
"TAF4",7.446774488,7.871108617,8.14982593,7.989496502,8.136840447,7.552797555,7.452502327,7.653861218,8.014167212,7.466296968,7.507192193,7.959621883,7.559876267,7.175497529
"TAF5",5.395898784,5.924376843,5.947191764,6.372397928,6.035524521,6.0949066,5.619125296,5.836720419,5.812938671,5.990819706,6.248948647,6.294580385,6.37816142,5.776346879
"TAF6",7.950761621,7.55211833,7.948554727,7.64463915,7.254086223,7.429001526,8.242469526,7.85389117,7.284345664,8.012637419,6.989620854,6.366626873,8.419593642,7.357259364
"TALDO1",12.67693801,11.93712806,11.93977022,12.27445821,12.04428436,11.77169902,12.8569246,12.06116798,12.20467566,11.87653757,12.12181271,12.72121247,12.15882981,12.07550416
"TAPT1",7.210367547,7.456269637,7.635894396,7.707901527,7.955011259,7.303756957,7.44255804,6.938754714,7.339248405,7.253031263,7.755768446,7.012617222,8.315972991,7.306150863
"TARBP1",6.927904496,7.092346842,6.835415645,6.719243422,7.371123378,6.713086164,7.049140788,6.940007013,7.736962072,7.218001739,7.36178891,7.479360733,7.347418813,7.531350461
"TARDBP",5.836469384,5.567220487,5.961630986,5.889844054,6.521412188,6.075275649,6.287489931,6.275219514,6.229952592,6.225873563,6.3310054,6.251674042,6.295135401,6.136376368
"TATDN2",7.360448462,7.246535077,7.184175346,7.092693846,7.861515928,7.700758913,7.151905031,6.892684212,7.516109262,7.414504556,7.703259821,7.314489362,7.223378299,7.892039732
"TBC1D13",6.743820568,6.831232035,7.20869231,6.834779962,7.610504514,7.53789952,7.319810009,7.065873645,7.198958317,7.079192879,7.29835547,7.276780677,6.795773296,7.446774488
"TBC1D14",9.289098906,8.161381957,8.516053568,8.136032084,8.724905414,8.435473398,8.121561453,8.631877903,8.354576572,8.249762825,8.799749128,8.767782295,7.922708294,8.99836834
"TBCC",6.588248226,7.165729878,7.068349462,7.121194495,6.96714194,6.524777125,7.062842204,7.098338377,6.932635878,7.100527589,7.045588136,6.815169323,6.665510876,6.425227978
"TBL2",7.555299973,7.391394679,7.155232409,7.577002528,7.260741628,6.5205051,8.003903398,7.536544032,7.162707562,8.041842756,6.865325131,6.987401527,7.383544828,6.733622139
"TBX15",8.851197706,7.37044294,8.595471987,7.975105741,8.419195322,8.993428035,5.229755867,8.651959124,6.519629341,8.435071501,6.667639647,7.346489594,9.47086339,5.598213557
"TBXA2R",4.704185645,5.576826139,4.561712656,4.927518035,5.31204625,5.560219106,4.660197485,4.763048471,5.33011222,5.267847215,4.966440498,4.992717933,5.728812987,4.820331447
"TCEA2",11.36201014,9.238644586,11.21824977,10.95811895,11.16503444,11.79745741,10.33898273,11.75909982,10.25515928,10.16733978,11.22547149,10.73428441,9.221784995,10.63620587
"TCERG1",7.055285265,6.986055092,7.124485886,6.82018393,7.366722399,7.047227958,6.807915484,6.912929807,6.920203189,7.174554565,7.415952757,7.120804478,7.392147943,7.130573921
"TCF19",4.634752622,4.524098825,4.571856755,4.589857004,4.570240356,4.750577505,4.696836621,4.854440086,4.544799774,4.779206562,4.631741321,4.583487282,4.743207726,4.621490261
"TCF21",4.849353632,6.145049451,5.089891415,5.074993722,5.589196901,5.259203244,5.272108746,5.113675531,6.35313873,4.998376315,5.397058023,6.079022007,5.54727622,5.436818589
"TCF7",4.818915218,4.948194017,5.121819119,4.894593209,5.05195823,5.365515255,4.987912561,5.185647666,5.21476211,5.277338443,5.265312007,4.928145569,5.176495055,4.93554589
"TCF7L1",4.818231645,5.290566243,5.734891735,5.885648701,5.653302644,5.127479839,5.692927558,5.095753061,5.368614118,4.932853518,5.520890478,5.548659734,5.640499606,5.296301161
"TCF7L2",5.004897418,6.277960577,6.2368726,6.216963291,7.223725159,6.578895684,5.308263065,6.080836541,6.279323461,6.045136555,6.885265268,6.234514253,6.64514173,6.542501079
"TCFL5",6.13036598,7.115163926,7.152531801,7.18695558,7.639934602,6.513633943,7.330704693,6.813472041,7.381360618,6.256399947,6.338303817,6.600589796,6.826416942,6.775703989
"TCHP",6.245839324,5.239089957,4.843607556,5.986345117,5.661921124,5.314339331,5.707266792,5.753840616,5.969035495,6.104531708,6.101408254,5.697010901,6.165676687,5.884632987
"TCP1",8.083607764,7.861515928,8.046191874,8.561388594,7.400883111,7.502445519,8.149365463,8.349633144,7.922708294,8.082763345,7.749611842,7.951483101,8.196307038,7.746794058
"TCTN2",4.458574275,4.376927101,4.674427913,4.457702714,4.644684417,4.422548855,4.588907958,4.513496042,4.491932394,4.430458953,4.428351374,4.440408859,4.688745884,4.472219157
"TDRKH",5.719502967,4.802403407,4.984069176,5.24729638,5.141949385,4.744582818,6.087499769,5.715888469,5.413720028,5.271098991,4.703200016,5.318527662,5.114187401,5.257197867
"TERF1",8.076268272,8.153272602,7.981993251,8.444955235,7.521339914,7.585353305,8.317242299,8.21165591,8.174078037,7.3014822,8.169685333,7.139957605,7.899061713,8.33616641
"TERT",4.784966822,4.629153519,7.402235722,4.561871799,4.729283328,8.335792607,7.921575097,7.810108675,4.532361922,4.716474419,5.253093105,4.60623497,8.632354825,4.490860758
"TEX10",7.286420336,6.975969441,7.079549908,6.829045458,6.464019353,7.016825916,6.898925189,6.970524518,6.810697137,7.284992064,7.011981321,7.000308002,6.707677724,7.035931415
"TF",14.88516255,15.01797082,15.0772174,15.04674202,14.95567559,15.01797082,15.03238135,14.99278834,15.04674202,14.92968736,15.0607914,15.21164625,14.95567559,14.69145717
"TFPI2",4.769614044,5.040258072,4.616218932,4.695084593,4.973412678,4.578626453,4.577622663,4.608831916,4.649581071,4.821356934,4.64867192,4.562390308,5.012204912,4.607771284
"TGFA",4.971661726,5.857576377,4.928476956,4.762482941,4.819336393,5.247580178,4.926240797,5.062596499,6.116573632,4.805145079,5.547674657,5.430826073,4.799685994,5.668841781
"TGFB1",5.750733164,5.934989694,6.335537765,6.165404568,5.740586545,6.307941031,6.047419898,6.279323461,6.268263998,6.049781605,6.332137369,6.322947076,5.905895057,6.409771161
"TGFB2",4.675803659,5.189079115,4.49729079,4.457687047,4.622020672,4.520254637,4.495992105,4.500076362,5.334099647,4.493262173,4.531942697,4.665509124,4.430956904,4.537798335
"TGFB3",4.550990595,4.818096244,4.704884606,4.60950605,4.938657342,4.684004714,4.821991559,4.818096244,4.798610107,4.749994765,5.16777022,4.671886373,4.811507665,4.82103267
"TGFBR1",4.664115081,4.673024786,4.680500152,4.670019217,4.788923222,5.033303867,4.63107846,4.602295001,4.842055972,4.985885986,4.764691101,5.012052622,4.653429737,4.520729653
"TGFBR2",10.03874957,10.3827168,9.997311034,9.956192462,9.788796659,9.507966572,10.49106446,10.23858008,10.60931816,10.19675378,10.10552914,10.79882655,9.637449338,10.58603176
"TGS1",6.110903732,6.170698354,6.131703396,6.319642292,6.455384681,5.927725487,6.96551605,6.116573632,6.166261261,5.687112925,5.9284029,6.042857985,6.221999952,5.541970811
"THEM4",6.041521103,5.768276529,6.5205051,6.192785597,6.262093404,4.666255879,5.818246669,5.141180183,5.509555902,5.957196814,5.943889314,5.354377993,6.120040487,5.808093046
"THOC2",8.342357531,7.862749998,8.01529129,8.172915214,8.700183961,8.90087223,7.839081631,8.150988296,8.413625508,7.722211104,8.851197706,8.955528522,8.089591677,9.155719231
"THOC5",7.818496617,8.012225794,8.138866906,8.215431108,7.883018146,8.391948531,7.87277904,8.273455315,8.094366976,8.190100074,7.924587912,8.355404174,8.16309088,8.306200163
"THOC6",7.678904522,7.743251544,7.441531716,7.849595797,7.798489748,8.781183263,8.098780961,8.199851392,7.545474589,7.891018716,7.971512155,7.992468327,7.53789952,7.877292406
"THRSP",12.1825887,10.95052907,9.781169168,9.156797399,13.02315977,10.81425253,12.03291004,9.617957454,8.358351012,8.997411082,11.26170068,9.752382632,11.95974423,8.382563014
"TIGD1",4.749267405,4.884335123,5.104199704,4.692925016,4.933428715,4.811002342,5.349208019,4.638475044,4.701680507,4.944144254,5.01454265,4.881697776,4.717063076,4.964087037
"TIGD2",9.047745217,7.613802273,8.556258601,8.073534916,8.733862379,8.437145742,8.79168644,8.730917039,8.014886708,9.050858436,8.504120119,7.434957768,8.726222475,8.227139761
