"","LDN-1","LDN-2","LDN-3","LDN-4","LDN-5","LDN-6","LDN-7","LDN-8","LDN-9","LDN-10","LDN-11"
"SHMT1",11.74171511,12.352295,11.91327806,12.08510184,12.21980725,11.95738033,12.01064709,12.59979509,12.70396736,12.23575128,12.40903926
"SIRT7",5.89281671,5.350265568,5.523450704,5.885919967,5.83366539,6.067765608,5.639374306,5.67712024,5.531908584,5.359392435,5.569718555
"SKP2",7.753706176,8.471196205,7.998663249,8.690857693,8.282328481,7.301131274,8.627271985,8.091539822,8.481396871,8.167387882,7.987580577
"SLBP",6.817120849,7.43979919,7.870749419,7.07318149,7.189624415,7.50474179,6.979329698,7.621718575,7.291761975,7.525126693,7.048183102
"SLC13A4",4.571689987,4.756256055,4.496575496,4.726175396,4.476492857,4.589506848,4.722977426,4.669701202,4.613154616,4.608698444,4.612372453
"SLC16A2",7.745686183,8.071503021,8.284010502,8.841924989,8.419593642,7.66830466,8.131632405,9.178473401,8.707724179,8.39672656,8.118371247
"SLC1A1",7.574599024,6.738581915,7.076553573,6.327430213,6.947432848,7.029774044,5.826363943,7.620610941,6.717015792,7.252716716,8.30837422
"SLC25A20",10.41755186,10.40970013,10.113602,10.492124,10.05190951,10.08337656,10.38183281,10.98228931,10.83267654,10.71882651,10.48211985
"SLC25A37",7.970801734,7.37044294,7.795171625,8.030317511,8.047010691,7.938276123,8.299454989,7.780934452,7.889588612,7.4839549,7.429730628
"SLC25A39",11.01738214,10.86456015,10.92930934,10.70265806,10.61250729,10.59483434,10.68076519,10.72003293,10.85031994,11.23024972,10.77360701
"SLC26A2",5.566400712,4.967642415,4.702765515,4.753554025,4.770945893,4.63718892,5.221742119,5.142502899,4.952298711,4.517865622,5.16476536
"SLC27A2",11.62642343,11.56062208,11.3883764,12.02409807,11.6204048,11.67499368,11.13372346,12.22670441,11.83969745,11.30102035,11.80746945
"SLC27A5",11.80349505,11.3138098,12.10041058,12.33064957,12.11977528,11.26743659,12.3837334,11.58452859,11.75717357,11.73174027,11.29790592
"SLC28A1",5.340828727,4.789849566,5.512575076,5.820558069,6.07471221,5.707490388,6.168441559,6.076123475,5.211658871,4.997506482,5.245510946
"SLC2A2",12.5212008,12.27942591,12.58368962,12.70743158,12.7762766,12.26886494,12.88625052,13.06363472,12.68048571,12.8072477,12.03757959
"SLC31A1",9.521927797,9.418494586,10.1656034,10.04707071,10.14611299,9.29401863,9.541300864,10.09119906,10.06631232,10.54109178,10.2846831
"SLC34A2",4.69120766,4.531444688,4.552672597,4.560217896,4.859283995,4.542449515,4.504017388,4.602461757,4.622878835,4.558664094,4.555943034
"SLC36A1",6.171858937,5.707741647,5.930395014,6.030747717,5.418390678,5.54549995,5.801396973,5.492211589,5.463859726,6.054102601,5.579128153
"SLC38A6",6.980654277,7.100869335,7.242219401,6.586954984,6.229952592,6.560387538,6.902997555,6.556333223,6.436111341,6.752508006,6.619930566
"SLC39A10",5.517624133,5.779273952,5.590858197,4.970190285,5.73583776,5.06912864,5.191826716,5.499812137,5.491490222,5.041430364,6.307592038
"SLC39A14",11.15018465,10.21959287,10.55137852,10.88247902,10.67620225,11.37180102,10.87176583,11.98832525,10.97443439,10.68076519,11.73987464
"SLC3A1",5.465299676,8.986220432,8.289127691,7.739642147,8.964485841,10.33998736,8.550257867,6.797316804,8.886623735,7.162024609,5.488950582
"SLC41A3",8.673384792,9.13721425,8.814453327,8.756787138,8.536458829,8.601584238,8.862835391,8.089196787,8.398292464,8.755351678,8.856056015
"SLC46A3",11.01065474,10.93297983,10.87724733,10.87724733,10.70761426,9.809235041,10.94105256,10.90827391,11.05391681,10.825995,10.48718209
"SLC4A1AP",5.640668187,5.700055635,5.550610387,5.618662857,5.491490222,5.701711333,5.505662788,5.698350575,5.310268613,5.753563253,5.385065341
"SLC5A5",4.707298648,4.506237053,4.579113137,4.613345694,4.514273138,4.388836063,4.508093996,4.524598344,4.498466775,4.640864662,4.538366399
"SLC5A7",4.52808588,4.742184296,4.54405245,4.575605814,4.585860759,4.498186168,4.612111247,4.792037264,4.429917364,4.490994837,4.736393574
"SLC7A2",12.9944234,11.96872197,13.05527583,12.78994632,13.02315977,12.6635191,13.25882784,12.81019832,12.8072477,12.33064957,13.11468206
"SLC7A6",5.539997104,5.755036728,4.952701409,5.247869786,5.58075688,5.584675144,5.35786297,5.264765366,5.515234646,4.974354381,5.221277582
"SLC7A8",6.255548986,6.54586094,6.808877533,7.370103166,7.035552496,6.595537252,7.357259364,6.982151276,6.656254032,7.821544292,5.456955047
"SLC9A9",6.63154857,6.949368093,7.55244132,6.748516048,7.126586785,6.464896742,7.179182809,7.196592676,7.526887795,7.513209484,6.078696146
"SLC9B2",7.251015604,7.503946107,7.620238425,7.537203534,7.86873004,7.820676706,7.266741571,7.709563191,7.363514346,8.077130309,7.690998779
"SLCO1B3",7.383544828,9.672621762,9.860093137,9.129778905,8.7969313,9.480166604,8.450173169,7.763540555,9.813313965,9.745223093,5.485765298
"SLCO2B1",11.95738033,12.41632877,12.16544202,12.5579393,12.24835189,12.00619786,12.30905425,12.29104773,12.32516535,12.18512466,12.15882981
"SLCO4C1",6.50969788,5.007513256,4.709994858,5.768066151,5.224167633,5.01079618,5.264608304,5.489857988,5.440526149,4.634972616,5.342112359
"SLMAP",8.201420201,8.278310996,7.269022299,7.976581671,8.134468054,7.867340496,8.048610288,8.232228919,8.022202596,7.961157754,8.024673131
"SMAD2",5.701711333,5.689530019,5.486706999,5.517235571,5.620452135,5.790005901,6.10926817,5.225857294,5.54549995,6.159010779,5.47534182
"SMAD3",7.830431397,7.513550222,7.831899915,7.780170276,7.910523739,7.796334172,7.879154212,7.466296968,7.748997912,7.539621606,7.755768446
"SMAD4",8.750009473,8.631877903,8.338884382,8.577724038,8.594631051,8.560939763,8.691821744,8.931064293,8.519105943,8.424948859,8.672017833
"SMARCA2",10.12555237,10.02591663,10.21083511,10.1071657,9.953214499,9.44484982,10.16970922,10.12239327,10.2522325,9.990801498,9.456068863
"SMARCA4",8.935406641,9.20548056,8.215021704,8.476177568,8.655050347,9.07675439,8.649764719,8.393576457,8.558175479,8.916626705,8.83736397
"SMARCB1",7.33859382,7.151905031,7.370742932,6.941641834,7.024223347,7.19216852,7.115541236,6.854696092,7.286075668,7.523367054,7.113208841
"SMARCC1",8.599385529,8.683485495,8.394756449,8.711547812,8.576414835,8.48743964,8.582692809,8.546822028,8.560939763,8.736300764,8.712495752
"SMARCC2",7.022979769,7.198958317,7.348500342,6.988979357,7.454940981,7.068349462,7.326173121,7.374823333,7.728315511,6.708541703,7.312032939
"SMARCD1",9.032794783,8.794983683,8.816812843,8.357967907,8.643753488,8.63508287,8.871702733,8.40341475,8.723019208,8.729467157,8.87034861
"SMARCD2",6.599600122,6.278785529,5.937276653,6.11440846,6.412661031,5.726400872,5.93922123,6.119447946,6.427227895,7.056554019,7.471137525
"SMARCD3",6.233485145,6.285039586,6.370017886,6.146367849,6.61265524,5.881445262,6.240621987,5.611668561,6.258126598,6.192018423,6.253062835
"SMARCE1",7.110960884,7.228016123,7.222718884,7.288609858,6.907363703,7.307761389,7.221331784,7.516845279,7.340843288,7.041298879,7.101462556
"SMC1A",4.702844275,4.827053253,4.810976569,4.782879599,4.782580514,4.635366265,4.815570745,5.238283066,4.863449906,5.014382907,4.994626565
"SMC2",5.969035495,6.390904307,6.360666592,5.77472232,6.161803982,5.725554666,5.642112684,6.21859295,5.926417322,6.955626463,6.138569025
"SMC3",8.190846302,8.293546765,8.226399602,8.277506065,8.237073857,8.087215691,8.173323457,8.395146602,8.311766759,7.854313718,8.22680302
"SMC4",7.968152243,7.650853065,7.723285976,6.993400342,7.254747608,7.376147497,7.147301038,7.492096798,6.956525499,7.368406377,7.575346666
"SMCR8",4.620048451,4.707194404,4.689882894,4.546501437,4.492779559,4.586449145,4.559295734,4.532246955,4.527230503,4.761612413,4.589583076
"SMG5",7.958865329,7.582380056,7.831132713,7.984081617,7.618476831,8.013007611,7.583518623,8.095530137,8.141065084,7.565549127,8.385264992
"SMG7",9.062503713,8.633759021,8.441993055,8.555361102,8.720727669,8.824013704,8.153673429,8.611415894,8.168897763,8.287945242,8.428916371
"SMG8",5.685531514,5.929159682,5.953387792,5.753563253,5.740132408,6.132234693,5.452515099,5.892286717,5.831980944,6.380213614,6.303549793
"SMPD1",6.902695387,7.104469445,6.991471002,7.081099401,7.179491233,7.006119712,7.145001442,7.30974152,7.053947256,7.274396882,7.367031538
"SMS",8.883628879,9.208269873,9.415245322,8.976914762,9.218965212,9.30066528,9.311927734,8.951854737,9.068124272,9.250319131,9.074121596
"SMYD2",8.103460423,8.113609443,8.007014152,7.716475081,7.957260469,8.083203902,8.002565267,7.842715691,8.362656119,8.142470882,8.020319548
"SMYD3",7.073516307,7.052910668,6.612921151,6.48043006,6.830024844,6.949368093,6.955626463,6.870351607,6.71667646,6.780938385,7.141908359
"SNAPIN",5.378556506,5.676424153,5.076242094,5.867332789,5.697473221,5.717929718,5.442237737,5.605161772,5.495652835,5.625753688,5.7387502
"SND1",9.821315725,9.705252578,9.54450086,9.722844717,9.711009443,9.312462227,9.154169706,10.21619942,10.07635052,9.970126657,10.42756832
"SNF8",7.230217715,6.831834205,7.811646215,7.355025025,7.55007479,6.877296084,7.541526282,7.103480643,7.281280145,7.939438965,7.639267736
"SNHG1",5.834382103,6.332137369,6.273514801,5.641289786,5.961861408,6.867592742,6.386352398,6.407089895,6.286449169,6.08776945,6.765959021
"SNRNP200",6.475747115,6.412100643,6.252819703,6.561235944,6.376968585,6.027845042,6.580135381,6.411224846,6.326102867,6.166261261,6.489121442
"SNRNP40",8.058787461,7.822401313,7.853502277,7.804507054,7.816580819,8.137731099,7.669847501,7.965382405,8.214171963,7.922708294,7.558058124
"SNRPA",7.222718884,7.410992002,7.031113398,7.204559852,7.326827819,6.902695387,7.364514505,7.336464841,7.473993713,7.429385845,7.523367054
"SNRPB",10.11596909,9.99444327,10.26356698,9.915282221,9.94034478,10.55675486,9.94034478,9.733960183,9.965098474,9.964347596,10.11596909
"SNRPB2",10.26708439,10.16641352,10.21176752,10.18239933,10.09277391,10.35351551,9.970962555,10.05759998,10.05988296,10.14973345,9.978661238
"SNRPC",8.765310767,8.971074092,9.024297008,9.199537288,9.089380886,8.749553518,8.889131768,9.283492761,9.000349407,8.913687611,9.170854123
"SNRPD1",5.814207372,5.707009906,5.617150969,5.624596892,5.222119445,6.410105586,5.279343606,5.371286055,5.506425272,5.573839447,5.593114544
"SNRPD2",12.63547489,12.51508502,12.46987575,12.08745604,12.62865821,12.17304038,12.31163397,12.08035946,12.09261105,12.05389371,12.22449801
"SNRPE",4.504344304,5.047229196,4.883602553,4.563892206,4.878250689,4.817530745,4.71202608,4.808602462,4.886344185,4.807673224,4.857866547
"SNRPF",9.907671691,10.31680803,10.17473458,10.03225135,10.07207202,9.86648342,9.921997611,10.08801967,9.942680123,10.63620587,10.9173013
"SNW1",5.432070238,5.859320433,5.288600286,5.45911417,4.934967392,5.665955076,5.384915774,5.217568252,5.793416635,5.113005135,5.687305181
"SNX12",5.58377137,5.33423816,5.277338443,5.093130875,5.497368156,4.823886792,4.92783622,5.779768753,4.850772783,4.857092565,4.931217907
"SNX27",9.094560023,8.965480414,9.280260198,9.161161512,9.051902519,8.988723957,9.304162844,8.993428035,9.016909555,9.034270856,8.80943576
"SNX30",7.280627051,7.372803659,7.788042936,7.558709493,7.697375661,7.259187933,7.319810009,7.494088493,7.742091649,7.913229747,7.601861805
"SOCS2",10.17911887,10.43643651,11.5751465,11.19998228,11.40272892,11.99909837,10.68475181,11.48483417,11.11378034,9.51265937,11.62246764
"SOCS7",4.795412743,4.802874247,4.970701961,4.699199995,4.572625948,4.667642772,4.740546447,4.877445145,4.755275859,4.869878535,4.719665743
"SORL1",9.875012026,8.816812843,9.438509829,9.779061856,9.250319131,8.449289758,10.08575815,9.965098474,9.838455007,9.413051244,9.067023685
"SORT1",8.492291162,8.458590754,7.306797826,7.291135075,7.798133465,8.109656179,8.549050513,7.474667135,7.947747472,8.304984056,8.373783893
"SOS1",5.523662689,6.289751231,4.72285934,5.620452135,5.698586662,5.269147813,5.277052696,5.8447193,5.756839532,5.228910616,5.341152927
"SOS2",5.051177043,5.124006987,5.111067311,5.255016669,5.015115478,4.850342273,4.875141253,5.218584419,5.645419235,4.598960951,4.874515805
"SOWAHA",5.911121424,5.868583669,5.716850866,5.278483411,5.977376104,5.624023819,5.8896248,5.39388851,5.726896936,6.032133277,5.635068781
"SPAG5",5.646082599,5.344952491,5.29547736,5.084355393,5.268276559,4.852563898,4.917101187,5.412865942,5.33914547,5.581169789,5.42709027
"SPATA6L",6.255285923,5.144030324,5.640002838,7.33892735,6.056221895,5.071387801,7.047227958,5.64478968,6.400864354,5.303624345,4.98400647
"SPATS2",5.875022245,6.28444113,5.732365012,6.14903238,6.269702546,6.191161807,5.36351835,5.578489131,6.028628645,6.315866972,6.810128049
"SPC24",7.160506196,6.098091709,6.551135512,5.923880937,5.890606771,5.916639789,6.529157389,5.566400712,5.647552141,6.262390349,5.563143273
"SPC25",4.883687696,4.881239679,4.61363043,4.997164567,4.868661037,4.897581046,4.597211942,4.765060592,4.933877654,4.977174823,4.995624637
"SPINT2",8.865385,8.192093894,7.553583166,7.878408842,8.659171092,8.842905523,8.292789441,7.896381115,8.580173337,7.368771153,7.768699277
"SPNS1",8.408940718,8.190100074,8.339751482,8.535557593,8.392392006,8.357592289,8.573411189,8.146575536,8.058383721,8.366003123,8.334156636
"SPON2",6.768780147,7.340193347,6.675379696,6.065965199,6.734847402,6.233747389,6.140865434,6.838933157,6.510317159,7.268360707,6.635185388
"SPP2",10.76373517,11.67895245,11.5919422,11.82744105,11.40423085,11.60912306,11.16503444,11.94635775,11.94185107,11.37786572,10.5664076
"SPRR1A",4.440549665,4.37286406,4.460670454,4.536606598,4.46795764,4.399504328,4.484264376,4.473350044,4.439635019,4.515338762,4.558480473
"SPRY2",8.819663178,7.904363577,8.28576314,8.519520661,8.2173704,9.326535049,8.409396079,8.633299288,8.34502823,8.304584761,7.937126215
"SPRYD4",9.570108506,9.576766194,9.609645294,9.646438964,9.593772173,9.191728446,9.400059546,9.7240942,9.529783601,9.922798,9.832915513
"SPSB2",6.684018778,6.139977706,5.565380287,5.660790542,5.682112076,6.196407032,5.715888469,6.271038986,5.617581017,5.15080665,5.693138015
"SQLE",6.577238822,8.128106464,6.209189665,6.729492956,6.498788813,6.729492956,6.515647112,6.862501956,6.189517626,5.543095674,6.616413184
"SRD5A1",8.069972595,8.117933437,8.945601975,9.201140445,8.785915454,7.879479761,8.576414835,8.96249329,8.625876337,8.494893101,8.459866651
"SRM",8.020705415,7.796334172,8.166531446,7.548665652,7.548016908,7.821937107,8.219026582,7.87458906,8.032746276,8.172500634,8.374733328
"SRPK1",8.341961267,8.335447544,8.043128828,7.917149858,8.007014152,8.232955198,8.044571747,8.043128828,7.959229449,8.404172056,8.23873761
"SRPK2",5.837894116,6.0580214,6.002956485,6.375795833,6.186008242,5.804955825,5.722044514,5.880641306,6.087240814,5.897962721,6.2100334
"SRSF9",10.61684904,11.16808999,11.08788917,10.9632681,11.0572159,10.90954813,10.71560419,11.12956435,11.0094149,10.79271529,10.8191708
"SRXN1",7.995195382,8.522083899,8.420913243,7.732212852,7.863862748,7.880781559,7.832284176,7.572070832,7.948895546,8.11961628,8.119952153
"SSB",8.913687611,9.194047074,9.067593834,8.93636238,9.231232857,9.398137291,9.124309474,8.990781685,8.90087223,8.895604595,9.205985338
"SSNA1",7.58848598,7.637373525,7.224386003,7.526103166,7.654575406,7.605325229,7.590920241,7.497212437,7.513875209,7.619152856,7.933326561
"SSRP1",5.11873991,5.596979109,6.075021024,5.554195087,5.756142766,5.900747036,5.845905347,5.924917125,5.756380937,5.895237591,5.730942628
"ST3GAL3",7.035931415,6.840154534,6.938754714,6.796962043,6.96390817,6.588248226,7.028249996,6.308805524,6.605899307,6.736127068,6.428267756
"ST3GAL6",8.056688833,8.452738291,8.620295777,8.659705058,8.764441045,8.296869831,8.428916371,8.686907701,8.800274305,8.546415293,8.255093185
"STAG1",7.661242759,7.297655271,7.054679314,7.299754887,7.479360733,7.454207235,7.319463697,7.391394679,7.165437292,7.36208532,7.413828822
"STAM",6.527639671,7.233687174,6.929201285,6.857208748,6.984852453,7.170332378,6.605038371,7.330704693,6.685623358,6.756586672,7.078529948
"STAMBP",9.187709729,9.348650026,9.116124964,9.217196083,9.210448988,9.200042945,9.097247248,9.252656922,9.342729956,9.30019769,9.53228149
"STARD7",11.02130437,11.10204031,11.38677174,10.89738025,11.16674301,11.13081598,10.89495347,11.09349714,11.35709684,11.27679889,10.85568605
"STAU2",6.535425549,7.306797826,7.344479356,7.010424729,7.040965386,7.04166084,7.122259963,7.502101176,7.326827819,7.367412302,6.889241261
"STEAP3",10.85925772,10.94935478,10.93441926,11.5199346,11.15616577,10.51224504,11.54902495,11.34026353,11.21969634,11.3322159,10.47636175
"STIL",6.450569975,6.180176291,5.951162032,6.211724792,5.983759325,5.732830862,6.138045292,6.425839511,6.379366712,6.280231999,6.480123869
"STIP1",9.216612567,9.609645294,9.012825621,8.46637063,8.797351512,8.955528522,8.98364763,8.306606429,8.826859428,9.00509326,8.677281248
"STK24",10.46102591,10.7575491,10.38663026,10.53226754,10.40769863,11.0094149,10.2068253,10.31939684,10.64506245,10.40200152,10.34983901
"STK25",8.2413256,8.055627114,8.183689479,8.248111912,8.529526575,8.1356437,8.354576572,8.044943113,8.172500634,8.319197561,8.233735855
"STK3",8.605572535,8.673384792,8.717519806,8.207279872,8.399179204,8.51304993,8.57248378,8.557306245,8.400953081,8.345857975,8.234123597
"STK35",6.489447994,5.951650368,6.089702113,6.496237469,6.445155396,6.171701269,6.388007993,6.560387538,6.756586672,6.939069289,6.644204219
"STK39",6.624056589,7.016180154,6.691264098,5.837678347,6.631867722,7.170653773,6.327152002,5.943889314,6.320701554,6.155847409,6.176622961
"STMN1",6.43497097,6.642298733,6.656585869,6.187258551,6.985390664,6.283345584,6.448515541,6.10958932,6.22085831,6.816489742,6.455682781
"STOM",9.720867173,9.537620301,9.459709424,9.67331702,9.523011287,10.33135146,9.561593822,9.728331446,10.01015587,10.03798115,10.49519429
"STOML2",11.19241826,10.56209027,10.97568012,10.85925772,10.85446466,10.65792519,10.77086209,10.76260555,10.77838175,10.94241912,11.09468961
"STRBP",7.146382671,6.822160069,6.747251876,7.059918114,6.836705013,6.656254032,7.452991882,6.643855785,7.05873485,6.807021552,6.678597523
"STT3B",7.598586346,7.894213326,7.731136645,7.85389117,7.43255475,7.930691468,7.198958317,8.611927852,8.096394633,8.048991743,8.373282902
"SUCLG2",11.30557661,11.62452628,11.9220994,11.75525569,11.54186229,11.34026353,11.39599048,11.5325004,11.50088269,11.53624726,11.66848304
"SUN2",12.00370031,11.36201014,12.38085893,12.44995072,11.88323767,11.76519759,12.22244788,11.80746945,11.61847188,11.78861852,11.9708252
"SUN5",5.266904299,4.961553157,5.546681263,4.697756493,4.947531649,5.008132225,5.268017886,4.803972855,4.884335123,5.262084659,5.29084264
"SUOX",10.48211985,10.69071512,10.5241008,10.88627473,10.66710141,10.41164072,10.98909987,10.57054051,10.64727667,10.63399995,10.72491558
"SUPT16H",9.652473257,8.964485841,9.505635937,9.118157258,9.338556364,9.319509258,9.359602645,8.997940586,9.123686693,9.181626595,9.174043574
"SUPT4H1",8.740008806,8.785046033,8.597804793,8.923379767,8.64203448,8.362656119,8.455972502,8.845344758,8.874239151,8.802257789,8.856921355
"SUPV3L1",7.948554727,7.787006265,7.891393318,7.694235623,7.808976348,7.961506272,7.697725766,7.80974325,7.702171819,8.004255192,7.963473747
"SUV39H1",8.180116427,8.010193874,8.105926692,7.784372411,7.691358651,7.591659758,7.884198159,7.405762643,7.694575229,7.974746801,7.925390393
"SUV39H2",6.196688168,5.928691919,6.497944154,5.658903318,6.139977706,6.291740699,5.863503484,5.797286745,5.825355693,6.644540522,5.893482665
"SUZ12",10.16051475,9.920448556,10.21450047,9.699590791,10.04221311,10.05190951,10.22879373,10.07945735,9.688469273,9.622473154,9.714988445
"SVEP1",9.38569762,9.845951639,8.988210102,8.035036781,9.126008424,8.795949219,8.938887954,8.048610288,8.946114688,8.565751662,8.860802712
"SYT13",6.892684212,5.528919238,5.036231438,5.152006621,6.111450752,6.404069757,5.945860349,5.275443333,5.373522992,5.261479501,5.477760426
"TACC3",5.954617186,5.399835812,5.541785039,5.403889158,5.170960515,4.758803036,5.472420446,5.063191262,5.038987492,5.395100634,4.635744063
"TACSTD2",9.642076762,7.929127083,7.788782838,7.572070832,8.273066673,9.855828548,7.833400073,7.086963176,7.134971335,7.079549908,9.609645294
"TAF12",7.600425832,7.937901732,7.863862748,7.881976135,7.485372764,7.660853899,7.538907611,7.801988527,7.677111803,8.006676595,7.842384101
"TAF1A",5.477559454,5.323747412,5.108241991,5.146941318,4.897873792,5.28904694,4.877774683,5.568267746,5.164899104,4.973412678,5.142737695
"TAF2",6.717623862,6.923152,6.710100554,6.981226052,7.045588136,7.211780521,6.818299663,7.242873771,7.086963176,6.804386797,7.153209698
"TAF4",7.698417163,7.259187933,7.210055986,7.35402067,7.412800017,7.738124489,7.361121173,7.415569936,7.18387451,7.118850155,7.597881118
"TAF5",5.796809852,5.723705543,5.632941066,5.709752667,5.897738512,5.647330146,5.847584732,5.594082408,5.29503642,5.41720081,5.946652056
"TAF6",7.744966106,7.338270813,7.800081368,8.14153795,8.213738577,7.411750291,8.076268272,7.380960259,7.415952757,7.774378078,7.633273451
"TALDO1",11.9550442,12.32516535,11.78390965,12.14990811,12.04236512,12.03051813,12.06116798,11.73174027,11.54562939,11.99462628,12.48087427
"TAPT1",7.537559594,7.631890437,7.884198159,8.28755219,8.099971169,7.679265323,8.151741136,7.928759232,8.101497312,7.980972249,7.309996564
"TARBP1",6.679978278,7.045937739,6.729492956,6.009354334,6.654059307,6.429741229,7.07212434,7.025952536,6.652343754,6.896998387,6.290039009
"TARDBP",6.117175752,5.861270094,6.127834953,6.026347258,6.101115428,5.787194565,6.272345264,5.825146147,5.845905347,5.881445262,5.803192251
"TATDN2",7.622733223,7.430517776,7.376147497,7.162024609,7.363514346,6.943983462,7.564844714,7.07061286,6.954067944,7.086050898,7.097310323
"TBC1D13",6.849289712,6.476322686,6.555436315,6.849609055,6.922443048,6.137291701,6.967398321,6.904295638,6.839235714,6.362465707,6.771727138
"TBC1D14",8.426677984,7.953475233,8.111667222,8.838351743,8.088825586,7.733006807,8.705843276,8.374236093,8.41646097,8.364747876,8.197136583
"TBCC",7.180826802,6.586954984,7.081745022,6.500308873,6.793000066,5.843518949,6.896671602,7.036277044,7.156225498,6.794535701,7.236020854
"TBL2",7.056554019,7.53478344,7.279255956,7.277954009,7.220325003,7.284681687,6.60963582,7.726212839,7.807566543,7.125773868,7.550422777
"TBX15",8.496309886,8.469466617,8.5860001,8.782662674,8.101497312,8.319197561,8.226399602,9.020090109,8.977870171,8.438947789,7.591229091
"TBXA2R",4.979268137,5.222119445,5.694103495,5.293537192,5.742142432,5.107746152,5.976541122,5.664828303,5.570519615,5.653706989,4.935418943
"TCEA2",10.93809062,9.952536399,10.70018808,10.49424346,10.54498964,9.897295253,10.44175051,9.351521864,10.25769363,10.19748869,11.01879414
"TCERG1",7.109612822,6.927306813,7.371123378,7.300968174,6.817542342,7.304430346,7.04292908,6.911107187,7.056861281,7.111957121,6.687266236
"TCF19",4.698055937,4.641541971,4.693059741,4.750457597,4.699364345,4.592160622,4.555258475,4.521227085,4.729120325,4.995771135,4.608340754
"TCF21",5.93326475,6.280763404,6.250137736,6.546428767,6.662268335,7.066173965,6.929868078,5.874528078,6.349929395,5.673218255,5.582343096
"TCF7",4.81007598,4.833019986,4.86215568,4.764328078,4.766060073,4.803850918,4.935705065,4.697737542,4.846129476,4.754884834,4.798231532
"TCF7L1",5.638514163,5.35849248,5.496961918,6.159010779,5.606022648,5.43067776,5.445928643,5.550403235,5.466961826,4.940776512,5.777189426
"TCF7L2",6.646831015,5.97597554,5.768276529,6.026110255,6.099648698,5.770639416,6.316153472,6.052868279,6.268263998,6.038143721,5.736723933
"TCFL5",6.746641726,6.709805911,6.235842529,7.286420336,7.225349684,6.741803934,6.636292214,6.943266798,6.655555331,6.14212916,6.045386704
"TCHP",5.594655649,5.702834504,6.123365806,5.578279956,5.854704597,5.154441421,5.586078243,5.934479115,5.777905161,5.862496796,5.607773441
"TCP1",8.206884051,8.062833371,8.427107436,8.091930514,7.973918087,8.375150598,7.992084642,8.130865576,8.059989544,8.247680609,8.358351012
"TCTN2",4.616273863,4.505904778,4.581837985,4.468781394,4.457059982,4.47932071,4.465242893,4.516408221,4.543757095,4.546329038,4.512907344
"TDRKH",4.937001633,4.880126117,4.980852941,5.168835865,5.081588762,4.585279189,4.718392362,4.788069401,4.767036159,4.709721549,4.727797219
"TERF1",7.530620953,7.879479761,7.469405998,7.76174026,7.863521758,7.54436353,7.912051613,7.775229556,7.219602052,7.303756957,7.718876365
"TERT",8.111305853,4.482969621,4.643437604,4.547095551,4.680163096,4.63411606,4.661259919,4.660091848,4.67692799,4.534315731,4.60268244
"TEX10",7.304256606,6.847705347,6.725920118,6.871211225,7.006119712,7.292385986,6.544447933,6.850833402,6.885552784,6.808574746,6.873058505
"TF",15.26451205,15.30532618,14.94379634,15.17334396,14.95567559,15.23776273,15.17334396,15.0607914,14.99278834,15.09185498,15.10558798
"TFPI2",5.304049279,4.869453053,4.779883568,4.797998977,4.603344586,6.006469287,4.649975681,5.323291473,5.23106047,4.637009496,4.886933581
"TGFA",5.588385316,6.14212916,5.883344338,6.176084512,5.98172192,6.735431633,6.084576657,6.225263357,5.882649255,5.951403228,5.731887827
"TGFB1",6.674837832,5.83246817,5.54160888,6.294869685,5.408688089,6.414442252,5.328251047,5.814207372,6.071227175,6.499701081,6.308805524
"TGFB2",4.858376221,4.683265424,4.59055075,4.46427522,4.619366751,5.1685966,4.684469122,4.714434279,4.534111402,4.691054053,4.536544265
"TGFB3",4.712671248,4.672078405,4.56027382,4.772366579,4.490763535,4.771189783,4.687867986,4.713529033,4.614669491,4.617682656,4.739499906
"TGFBR1",4.633274776,4.916651817,4.632641787,5.099220223,4.676256468,4.562852861,4.57676584,4.761059555,4.737732922,4.699943043,5.14681898
"TGFBR2",9.770747233,10.44768535,10.17137085,10.08337656,10.31407536,10.23306585,10.46102591,10.57534597,10.51451641,10.02272499,10.11126957
"TGS1",5.957976607,6.017229475,6.307941031,6.427227895,6.226505094,6.826759697,6.091987524,6.270718685,5.94818783,6.269437217,6.508812186
"THEM4",5.907197688,5.69518379,5.670087858,5.183571453,5.10296547,5.302600791,5.708180438,5.435550688,4.697795407,4.949184155,5.2262537
"THOC2",8.44029702,7.990227563,8.071083783,8.011412512,8.264822926,8.047469984,8.521672994,8.399179204,7.752918477,8.009361641,8.026670207
"THOC5",8.39672656,8.035036781,8.315525283,8.398292464,7.748997912,7.964573689,8.255828928,7.55007479,8.056302152,8.204778687,8.183286356
"THOC6",7.74999271,7.274034196,7.528580427,7.128945583,7.493388009,7.517509587,7.650506564,7.683567546,7.204559852,7.410992002,7.244928167
"THRSP",10.47225442,11.28963585,11.47910379,11.11246665,11.10765607,10.33228803,11.75909982,10.61684904,10.58826225,10.31865134,7.989496502
"TIGD1",4.886526952,4.946300241,5.23921668,5.305679039,4.673040901,4.91831347,4.757514341,5.026899733,4.828960462,4.445215649,5.065108066
"TIGD2",8.529976874,8.060771528,7.695627242,8.682528335,8.717024316,6.755913993,8.012637419,8.883064568,8.544737072,8.207627415,7.682460215
"TIMELESS",7.545474589,7.2482787,7.624110746,7.536815716,7.221331784,7.212424917,7.499333484,7.633656799,7.580538761,8.441993055,7.969165535
