"","C-1","C-2","C-3","C-4","C-5","C-6","C-7","C-8","C-9","C-10","C-11","C-12","C-13"
"RPS10",13.92528273,13.92528273,13.88478851,14.25111105,14.30445751,13.87601694,14.1501375,14.01238028,13.86142442,13.83273195,14.08918886,14.04640459,14.12361439
"RPS14",13.37459462,13.19345836,13.3299247,13.55543357,13.48980568,13.37896158,13.55543357,13.46218989,13.40995688,13.27330599,13.3299247,13.37459462,13.07163284
"RPS2",14.02956106,14.12361439,13.99478896,14.62897555,14.25111105,14.33553286,14.27217191,14.03843718,14.06347665,13.94794803,13.65716013,14.50975569,13.82624506
"RPS20",13.15511296,13.00657426,12.84931916,13.14533742,13.24965285,12.79360699,13.10268542,12.91735836,12.78994632,12.92430981,13.05527583,13.0844763,12.97096584
"RPS21",9.144420905,9.454722934,9.214876151,9.534594678,9.770191776,9.370006488,9.82422973,9.136676309,9.660552126,9.132845357,9.24354846,9.524267939,9.225569974
"RPS23",11.03148316,10.73665252,10.70136556,10.99880057,11.01487006,10.54402881,10.96074468,10.70414504,10.66343587,10.66810513,10.89600967,10.93441926,10.90538082
"RPS24",12.4895645,12.53645923,11.95738033,12.09790659,12.41632877,12.10484123,12.51226009,12.50293865,12.31409834,12.31409834,12.22895343,12.8072477,12.20467566
"RPS27",14.58103204,14.48579072,14.36877115,14.89527116,14.49635619,14.48579072,14.62897555,14.48579072,14.49635619,14.43988582,14.34628795,14.64302885,14.34628795
"RPS4X",11.21969634,10.87176583,11.27815026,12.3277595,11.30868207,11.9550442,11.67278258,11.64372344,10.89495347,11.6204048,11.4390593,11.2212814,10.98491324
"RPS5",12.93188319,12.8975242,13.01431451,13.23665385,13.45127798,12.56128661,13.11468206,12.62865821,12.98015078,12.7347023,12.79360699,12.93923195,12.90515732
"RPS6KA3",6.066462812,6.436718859,6.326102867,6.46867172,5.76082412,7.0462494,7.08339441,5.077810342,6.156395032,6.198993287,6.390318774,5.103341864,6.269702546
"RPS6KB1",9.057907806,9.167668807,8.974825415,9.348650026,9.046653179,9.37859032,8.703088147,9.140495789,9.538827634,9.118157258,9.102099358,9.184397191,9.026429159
"RPS6KB2",10.62064315,10.68836516,10.04536919,9.579830875,10.80235646,10.43743675,10.868223,10.33135146,10.84537878,10.43362155,10.49814568,10.44275066,10.37318214
"RPS9",12.44402964,12.30149299,12.32222102,12.8975242,12.81019832,12.72485435,13.27330599,12.38884112,12.42994322,12.40903926,12.56128661,12.43623014,12.53930235
"RPSA",13.36997791,13.45127798,13.36472813,13.76985251,13.86142442,13.38967376,13.6203222,13.39444557,13.59583298,13.29586913,13.2540394,13.38967376,13.34408219
"RRAGC",7.229585776,7.428227348,7.805729648,7.773963975,7.191212833,7.776017594,7.618858082,7.731486705,7.709229541,7.55244132,6.869710335,7.275765371,7.550422777
"RRAGD",8.79412953,8.82879977,8.680109828,9.158320809,8.92600854,8.873279895,9.987148495,9.733311964,8.993942414,9.281872194,9.202659423,10.02355915,8.650624756
"RRM1",9.684020751,9.638200396,9.845217245,9.827124477,10.14038427,9.363863544,9.731021944,10.07788138,9.463914487,9.579830875,9.857956042,10.10637457,9.582365624
"RRM2",5.887101994,5.97084437,5.879903934,5.112088639,5.522244706,5.790235737,4.988111671,5.304473567,6.316427168,5.719502967,6.27498329,5.468032868,6.196831169
"RSPO3",7.740607678,7.420201343,7.535143725,7.468071401,7.986347559,7.198958317,8.221055479,7.548341428,7.495824802,7.91564361,7.696267425,7.895278038,7.442950134
"RTF1",5.859553818,5.640002838,5.284221256,5.763157944,5.779768753,5.893706981,5.192561985,6.084576657,5.734674746,5.66641343,5.249265126,5.855897782,5.774917033
"RTP3",8.655983127,8.643327822,7.961157754,5.454139948,9.210448988,7.681738593,8.861287232,8.347970757,6.185738049,6.896024805,8.887216595,8.615322794,8.657277185
"RUFY1",6.80095452,6.315268374,6.587537873,6.700947619,6.7754176,6.640371646,6.639721034,6.679416897,6.525037462,6.86405406,6.591817416,6.995183332,6.944912167
"RUVBL1",7.066173965,6.998385018,7.410992002,7.181524268,7.403913256,7.226785228,7.555637298,7.278586859,6.998385018,7.117461596,7.188325859,7.490966165,7.339248405
"RUVBL2",7.876152673,7.959621883,7.586061112,7.596854068,7.934432298,7.617716143,7.917848412,7.527214603,8.043128828,7.839471235,7.768699277,7.683827691,8.138075702
"S100A8",11.08112973,10.29068872,9.733960183,9.476644969,9.508585467,10.22048375,11.01215127,11.18512385,10.02831153,10.50304035,10.66934189,9.491734552,9.560247726
"S100P",6.808574746,5.730240786,5.186349418,7.605018075,7.585019714,5.271237201,6.634274275,7.17392754,4.891896533,6.773568309,7.229292973,4.580299536,5.914667739
"S100PBP",6.253348247,6.35166581,6.200600381,5.949952922,5.860046339,6.541618763,6.572784515,6.038951305,6.750640391,5.942163001,6.289154833,6.036580342,6.485533052
"SAE1",10.79504013,10.82351538,10.91357855,10.99342571,10.78074702,10.87853859,10.78783991,11.07986385,10.32236515,10.76747187,10.50927919,11.23529648,10.66593065
"SAFB2",8.427543572,8.771099424,8.599385529,8.64017614,8.488248597,8.325272126,8.364747876,8.276173503,8.777067349,8.896048469,8.582692809,8.39672656,8.408940718
"SAMD11",6.064294261,6.02190126,6.052868279,6.14289509,6.054358468,6.0283799,6.536881125,6.08776945,6.2721199,6.2368726,6.384606335,6.354773962,5.713069492
"SAMHD1",4.771516734,4.791865423,4.780682981,4.973070526,4.745493368,4.959693225,4.802462403,4.769318411,4.555487726,4.910889094,4.546329038,4.918891906,4.639180936
"SAP130",7.710602135,7.451484174,7.277954009,7.736182037,7.601123389,7.162707562,7.607520102,7.388691002,6.900546269,7.586061112,7.233028576,7.57767724,7.960383615
"SAP30L",7.784779991,7.649408403,7.299370463,7.109940244,7.885387934,7.477300882,7.807277268,7.405926569,7.685528618,7.471846623,7.654846433,7.436346083,7.523367054
"SARDH",8.259772389,7.999049483,8.209283661,6.268004499,8.230596632,7.942021883,8.014886708,8.266915905,8.064675234,7.375529693,8.266915905,7.254747608,8.234948872
"SART1",4.812517901,4.703925657,4.795382002,4.541259643,4.659498147,4.858453437,5.096817577,4.586609791,5.278913314,4.710153414,5.066729108,4.635513123,4.650292085
"SART3",4.65036144,5.330570376,5.080246443,5.486314474,5.359234276,5.101769019,4.54447648,4.982646412,5.131326212,5.91566969,4.779883568,5.163701041,5.614396394
"SASS6",5.720870039,5.71263083,5.600368561,5.221855475,5.404579711,5.536822306,5.868839016,5.87921681,6.121051895,5.702343147,6.04389724,5.657188305,5.568469294
"SATB2",6.196407032,6.806193059,6.777640231,5.768276529,6.339957775,6.682137879,6.481906182,7.097310323,6.10487372,6.754029943,6.686291051,6.965173687,6.90919331
"SCAMP1",9.770191776,9.710322685,9.852836319,10.11284531,10.0415506,10.29976528,9.806483202,9.736774976,9.600683855,9.792753087,9.674770565,9.834290853,9.256690869
"SCAMP3",9.151369091,8.98049777,9.389047864,9.290257025,9.216088517,9.217196083,9.39698075,9.706806713,9.483995871,9.280773223,9.082239534,9.391309022,9.299616169
"SCARB2",12.20467566,12.22449801,12.26093921,12.43623014,12.11761822,12.06348049,12.14305204,12.17537057,12.17047897,12.02409807,12.31409834,12.43339971,12.14523701
"SCGB3A1",4.96650733,4.666753391,5.885132464,7.164717166,12.44093209,5.048610626,7.189624415,4.768161255,7.749307145,6.389131854,5.155913789,6.21999943,7.80267344
"SCRIB",8.347970757,8.499022913,8.196755068,8.003558799,8.53856692,8.027080373,8.590039621,7.825921894,8.456888505,8.125769412,8.420913243,7.970359064,8.337120818
"SDC1",11.77374336,11.98392076,11.37981809,10.82727916,11.3242426,11.78009053,11.81139984,11.4390593,11.2212814,11.12368263,11.86544698,11.41623628,11.86323076
"SDHB",11.88963386,11.94402048,11.9708252,11.3242426,11.8813701,12.06116798,11.78627339,12.37042036,11.83969745,12.00141449,12.02190244,11.85731391,12.04878462
"SDHD",10.11761171,9.696439794,9.970126657,9.117605101,9.667199638,9.862304843,9.863057319,9.195761474,9.359602645,9.619258644,9.885431259,9.286291552,9.453691268
"SDK2",4.628279857,4.674735238,4.634497727,5.008955859,4.517846999,4.656454753,4.50680928,4.614644641,4.773568005,4.628774119,4.811154464,4.601191123,4.831920302
"SDS",12.10041058,12.52414736,12.9944234,12.23575128,13.04691744,12.58696283,12.39171862,11.76971675,12.6635191,11.77795741,12.82070463,10.98228931,12.4115221
"SEC24C",9.975596942,10.14611299,9.914476073,9.916805422,10.01189121,9.763295207,10.09655164,10.27482704,9.94429114,9.973237314,9.7740602,10.55248522,10.31407536
"SEM1",12.25333319,12.4895645,12.15477543,12.09261105,12.33064957,12.6385773,12.56128661,12.39679827,12.46444583,12.30633688,12.21980725,12.57449507,12.24835189
"SEMA3F",4.978638234,5.061676564,4.967021989,5.779044955,4.874346074,5.105692098,4.551439417,5.184013567,5.275443333,4.797416435,5.182001756,4.905106399,5.244508578
"SEPHS1",8.988723957,8.245603758,8.627669188,8.522572037,8.66466475,8.587231411,8.496815006,8.223119562,8.607037044,8.549847954,8.505463872,8.672017833,8.624001162
"SERPINE1",9.542036154,10.72713348,8.541889001,12.04036229,8.35127388,9.720151337,8.836477888,9.3433086,8.078346517,11.3138098,11.16060921,6.796033175,10.00272939
"SERPING1",13.11468206,12.72121247,12.6835435,12.79360699,12.68680402,13.28216046,12.57090105,12.78286933,12.67693801,13.1636676,12.88943183,12.8975242,12.84931916
"SERPINI1",6.277960577,6.001189112,6.092788759,5.837483325,6.206553003,6.088807181,6.579575669,5.889844054,5.989844612,6.002669718,5.935533066,6.260182434,5.924158149
"SESTD1",7.950428308,7.7855615,7.489976673,8.758739842,7.417027365,8.206027635,7.535774015,6.855982582,7.541936418,7.825502647,7.365668123,6.805907405,7.352028843
"SET",9.29842198,8.926998856,9.288059033,9.444246255,8.914168083,8.867821796,9.073635692,8.83736397,8.575955646,8.836893977,8.470334541,9.156797399,8.716584401
"SETD2",9.346780196,9.034848755,9.261718682,9.315968177,8.934975404,9.052477952,9.082239534,8.833076839,9.266467202,9.476054712,9.152977191,9.277382618,9.266467202
"SETDB1",7.366722399,6.954067944,6.912658675,6.94291473,7.061600353,7.061331626,7.03758925,7.5230267,7.387039242,7.071487828,7.249673289,7.781248959,7.645371787
"SF3A3",9.517492194,9.29401863,9.126499385,10.45438624,9.591288442,9.456704279,9.956192462,9.972522405,9.770191776,9.245245704,9.391942218,10.11675023,9.501840412
"SF3B2",9.4821293,9.147683205,9.505635937,9.7240942,9.65449513,9.527913755,9.663738774,9.857956042,9.532852891,9.681285594,9.361124208,9.845217245,9.642076762
"SF3B4",8.843418133,9.154632971,8.847227762,9.537046902,8.988210102,8.845344758,8.878851561,8.898993726,9.299067708,8.803726603,8.691255219,9.041916061,8.859855777
"SFR1",6.299330623,6.256399947,6.485214923,6.578641624,5.809764957,6.344818044,6.607475109,6.174049835,5.543898086,6.073669953,5.946940813,6.015759423,5.566400712
"SFRP1",8.0996002,6.547946407,7.331399193,8.38303752,7.30809337,7.03010155,6.854696092,6.921138892,6.564813075,7.098645548,7.099906734,6.555073966,6.337767604
"SFRP5",4.756541237,4.672178584,5.266633851,8.495854176,5.408892067,5.159047772,4.912537844,5.974967042,6.419677788,5.787697782,4.713725661,5.60558375,4.924869141
"SFT2D2",4.90372434,5.114279022,4.714683746,4.897109575,4.646244122,5.160193323,4.92538344,5.422804629,4.795382002,5.308118455,4.931217907,4.748015675,5.049485623
"SFXN4",9.778333228,9.916052632,9.852047347,9.718284963,9.596849496,10.15050735,10.36253698,10.13151465,9.982531038,9.931845914,9.924460192,10.66593065,9.98931628
"SH3GLB2",9.756307156,9.717627914,9.600683855,9.980225089,9.703912349,9.666563766,9.606544623,9.659212151,9.874370193,9.661154401,9.467751532,9.735366025,9.748817983
"SHB",7.199963713,7.858847053,7.830796688,8.540493693,7.59931694,7.605699186,7.522421869,8.029862171,7.604650133,8.088500136,7.493388009,7.246217495,8.039861473
"SHBG",9.207103683,9.329574378,9.97485366,9.526775821,10.50210444,10.1246711,10.48718209,11.09614543,11.1757391,11.12087662,10.51663647,9.301758726,10.09119906
"SHC1",9.933966094,9.865179893,9.50058366,10.98228931,9.719562298,9.966743326,9.660552126,9.9495751,10.46102591,10.37797562,9.842082944,10.07207202,9.871334055
"SHC2",7.037281174,7.446368853,7.029194753,6.859312739,7.024516357,7.187976727,7.3467566,7.045301878,7.169973107,7.3106807,7.412514823,6.818299663,7.51498383
"SHC3",4.396609521,4.632523124,4.404989385,4.697401977,4.457145,4.528397199,4.361562893,4.352919803,4.430261681,4.495148664,4.562808796,4.4267329,5.194717074
"SHC4",4.626285389,4.881868939,4.552518562,4.612201314,4.592338133,4.74791623,4.496963137,4.760790709,4.483624386,4.654396261,4.989127555,4.757666197,4.638583078
"SHCBP1",12.59005771,12.786411,12.60367393,12.64738135,12.75516335,12.7415826,13.60178782,13.10668896,13.19345836,13.26337964,13.34408219,13.08872561,12.6385773
"SHISA9",4.62210002,4.469630088,4.575192984,4.551772261,4.631104244,4.500308729,4.800890483,4.561383994,4.618508418,4.59280675,4.609230399,4.770869916,4.545055414
"SHMT1",11.82300343,12.0950816,12.54206067,11.61847188,12.16321947,12.13808008,12.90898364,12.48653467,12.19020305,12.07788794,12.53930235,11.73174027,12.4214782
"SIRT7",5.601388287,5.255157944,5.384250594,5.940662444,5.453416609,4.795558708,4.927782151,5.533713759,5.575259914,5.153192684,5.883344338,5.899941967,5.612902855
"SKP2",8.932500085,8.30533291,8.61362811,6.856886749,8.746479437,8.006293001,8.46637063,8.823516979,7.770046461,7.994810397,8.783621012,9.087896108,9.077860696
"SLBP",7.26455203,7.66830466,7.560972308,7.632568089,7.429730628,7.563126406,7.171641928,6.860809965,6.967398321,7.519730008,7.216024574,7.111320633,7.476345126
"SLC13A4",4.703520415,4.666382379,4.604472765,4.998376315,4.576912789,4.754512785,4.635484265,4.510240855,4.845359034,4.755578994,4.583654184,4.697563964,4.855543189
"SLC16A2",8.3711168,8.52295248,8.689879372,6.753073019,8.461661117,8.296869831,8.356674964,8.246035176,8.293546765,8.018458831,8.388649109,7.950057435,8.765310767
"SLC1A1",7.544738481,7.835264718,7.526887795,7.122259963,7.234019601,7.994810397,6.792703282,7.029194753,7.825502647,8.25665755,7.494088493,6.872421383,7.580883731
"SLC25A20",10.48810068,10.91857388,10.7378302,8.973187031,9.550505713,9.579830875,9.371707673,10.24593026,10.18565506,9.744511995,10.50829219,10.09119906,10.66210639
"SLC25A37",8.427107436,8.252939277,8.080305908,8.155978492,7.984081617,8.116750418,8.268220156,8.570198611,8.687847505,8.250898706,8.481396871,8.250898706,8.144530851
"SLC25A39",10.66710141,11.10940256,10.77584532,10.71767364,10.75097895,10.80125751,10.85031994,10.81660329,10.98909987,10.62717455,10.70761426,10.95193069,11.11668246
"SLC26A2",4.691137368,5.067689975,4.688280223,5.061242874,5.075199035,4.927134727,5.079181798,4.786880765,4.768892904,5.019628166,4.591935033,4.768297872,5.307695762
"SLC27A2",11.15917915,12.03507253,11.59962878,10.01015587,11.63633231,11.91100666,10.85168131,10.93062078,11.62642343,11.54388908,11.42982716,10.57647001,11.52904045
"SLC27A5",11.81332486,11.8813701,11.75329918,9.672621762,11.846383,11.31041638,11.63105609,11.69807379,11.88963386,11.54186229,12.11530468,11.29634348,12.16094008
"SLC28A1",5.22353049,5.225243818,4.720288056,4.673987527,5.520142483,5.53661654,5.193154168,5.932481055,5.267704168,4.77665567,5.036397389,5.401138128,6.375519298
"SLC2A2",13.42060334,13.11919711,13.07163284,11.24835858,12.92071092,12.8418727,12.75233178,13.11919711,12.58368962,12.90165276,13.09737465,13.01431451,12.83498804
"SLC31A1",10.80235646,10.84911316,10.65384888,9.069135237,10.49814568,10.70018808,9.975596942,9.966743326,10.00418672,10.36950542,10.87176583,10.45917191,10.82727916
"SLC34A2",4.596585328,4.477151525,4.543585042,5.471889965,4.615043752,4.723935554,4.498325145,4.452303686,4.46989641,4.505193038,4.652707581,4.513431155,4.430677692
"SLC36A1",5.312458488,4.67858814,5.32530874,5.31052373,4.830191601,5.462726505,5.224289448,5.643247956,5.302745333,4.802665726,5.181043075,6.788772042,5.504262663
"SLC38A6",6.46951005,6.1854667,5.9701178,6.618773498,6.366314066,6.165109006,6.552031128,6.061937194,6.065109276,5.263937767,5.62336353,7.352316652,6.471649954
"SLC39A10",5.062751992,4.810170694,5.106971088,5.191954074,4.582437825,5.130657955,4.520575078,4.748818652,5.278044958,4.849847645,5.077518652,5.947658161,4.777930549
"SLC39A14",10.80884226,11.07176557,10.94105256,11.08365555,11.03148316,11.68442144,10.75097895,11.34185592,11.73174027,11.56254328,11.0136339,10.75222735,11.12816176
"SLC3A1",4.853394045,6.49173685,8.311339715,6.13195635,9.430148754,7.762823567,7.575009026,8.441993055,7.435661111,7.458435485,7.802330584,5.203123131,7.392505627
"SLC41A3",8.712495752,8.271821098,8.37558012,9.483995871,8.852157497,8.324364634,8.507252133,8.66750384,8.690857693,8.364747876,8.232955198,8.230596632,8.338042484
"SLC46A3",10.01189121,10.824755,10.53329922,8.992914292,10.57863256,10.74493735,10.1040143,10.72003293,10.57863256,10.44471256,10.83652422,10.82232474,11.09190919
"SLC4A1AP",5.831544147,4.711449431,5.525231776,5.564958019,5.125230729,5.606698747,5.626778276,4.796781252,5.432846183,4.82828878,5.248528929,5.88855023,5.492211589
"SLC5A5",4.533412562,4.611339277,4.473417442,4.513190601,4.467121322,4.512788377,4.460404899,4.490198571,4.644469833,4.705699349,4.503154605,4.568586997,4.45315814
"SLC5A7",4.651267581,4.523881926,4.607311926,4.702164645,4.504782236,4.594376408,4.520090588,4.574203984,4.57543787,4.753503018,4.666558283,4.978123,4.585476996
"SLC7A2",12.02806884,12.08994519,12.66665689,11.83711681,12.37042036,12.30380746,12.00859706,12.00619786,12.24322964,12.2636561,12.3837334,11.67499368,12.02409807
"SLC7A6",4.740858223,4.888036039,4.746218183,6.401745563,5.094996586,4.935822564,4.705439721,4.848277796,4.944877981,5.036474875,4.773665495,5.531571691,4.84616749
"SLC7A8",7.162707562,7.190528755,6.621438567,6.737020452,6.769463874,7.445702756,6.547946407,7.353302695,7.461658211,7.792146352,6.606200163,8.07507097,7.354340022
"SLC9A9",7.245843644,7.348175243,7.480709079,7.25673396,7.714946424,7.636319082,7.055621437,7.68211759,7.207986379,7.253376151,7.309996564,8.195480403,7.084014726
"SLC9B2",7.765340245,7.652763444,7.926194321,6.878592575,7.695627242,7.796650678,7.575959347,7.862749998,8.113609443,7.533771184,7.924986685,6.946525361,7.841331732
"SLCO1B3",9.303022514,9.787482799,10.48810068,6.931373452,10.44471256,8.637423327,9.389538466,9.510799618,9.38348564,9.314228087,10.36471456,8.521672994,10.05109009
"SLCO2B1",12.11530468,12.13808008,12.21980725,11.67499368,12.10041058,12.03507253,12.30905425,12.21002259,11.6706654,12.10989396,12.23119678,12.24322964,12.33308286
"SLCO4C1",5.529311041,6.02888852,5.359554057,5.070956457,5.80205451,5.466413939,5.609523687,4.684217613,5.046967869,5.245239952,5.699040441,4.993077614,4.648865676
"SLMAP",8.499022913,8.202708971,8.434159199,8.364747876,8.404172056,8.263542745,8.267305798,8.338495967,8.22757124,8.391948531,8.283590828,8.190491576,8.202708971
"SMAD2",5.874528078,5.996932237,5.582815643,6.055658064,5.468476012,5.645419235,6.197587251,6.274412134,5.228671931,5.939692716,5.893240069,6.132234693,5.635571073
"SMAD3",7.821937107,7.956545919,7.806912071,8.437145742,7.398333897,7.671210199,7.52206321,7.763885398,8.633759021,8.095967835,7.791812134,7.979433144,8.053311571
"SMAD4",9.02114444,8.45323338,9.07675439,8.764441045,8.704485573,8.868787864,8.930523286,9.057345682,8.426262036,8.707235564,8.843418133,8.79412953,8.731938407
"SMARCA2",10.49706907,10.1656034,10.26795102,9.709650506,9.953214499,9.721505472,9.87296729,10.04221311,9.567505037,9.832915513,10.52507956,10.45732096,10.1729684
"SMARCA4",8.51304993,8.624916762,8.46365285,8.959974404,8.239130141,8.46590915,8.270166461,8.428916371,8.557306245,8.552261175,8.421824334,8.36868396,8.395900767
"SMARCB1",7.230217715,7.060236718,7.006119712,7.419524434,7.146680448,7.379603919,7.092346842,7.013254925,7.151268899,7.156928159,7.307761389,7.456269637,7.541151405
"SMARCC1",8.551522216,8.452738291,8.441535613,8.862835391,8.735411043,8.661031502,8.480923209,8.5396603,8.683939853,8.683485495,8.552261175,8.642479985,8.447178869
"SMARCC2",7.868021545,7.772573128,7.752204842,7.734246852,7.705065365,7.75613966,7.731486705,7.260741628,7.546936022,7.545474589,7.459789968,7.625480305,7.511433028
"SMARCD1",8.38303752,8.550705002,8.598195401,9.178473401,8.611415894,8.826378322,8.620295777,8.542376613,9.117169358,8.888206316,8.465488285,8.957117918,8.687847505
"SMARCD2",7.35907739,6.820857216,6.739204433,6.228846179,6.456227808,6.431082357,6.838324523,6.559885072,6.433010879,6.726199243,6.976603917,6.42748568,7.33577264
"SMARCD3",6.134435607,6.24090408,5.855393568,7.036610953,6.253865745,6.05489343,6.056221895,5.867111954,6.292609905,6.532008007,6.100637442,6.598606585,5.858298344
"SMARCE1",7.473616429,6.988336703,7.134971335,7.30809337,6.938754714,6.935949474,7.512133532,7.411361999,6.755913993,7.452218121,7.141908359,7.534104033,6.835080631
"SMC1A",4.921339414,5.111370041,5.065022772,5.371984183,5.175794547,5.572127188,5.002139457,5.288908876,5.258761263,5.766244114,4.984558858,5.038315848,5.045152686
"SMC2",6.764664673,6.584298727,6.891124536,5.858830686,6.504878787,6.322158225,6.419677788,6.988979357,5.815646737,6.407703109,6.942259602,7.04166084,6.774494906
"SMC3",8.563027392,8.235325093,8.38303752,8.71804698,8.682995182,8.321129371,8.28872855,8.161817602,8.365187793,8.365582745,8.095117011,8.53856692,8.448118069
"SMC4",7.479360733,7.223725159,7.302790721,7.237968577,7.898344358,7.353302695,7.21377764,7.436040561,7.436346083,7.018730991,7.262408241,7.689926642,7.100229692
"SMCR8",4.69194359,4.594387749,4.594206465,4.687683701,4.532543474,4.69072976,4.560987904,4.647297095,4.442352954,4.683246598,4.765492317,4.688328286,4.793697316
"SMG5",7.837181146,8.048610288,7.708871421,7.29041572,7.323214794,7.410349086,7.269022299,7.286075668,7.859199206,7.482078024,7.844959875,6.938754714,7.877648909
"SMG7",7.90508384,8.59735359,8.585102409,8.42403927,8.028632562,8.134468054,8.547765035,8.770193333,8.592060956,8.637867916,8.875884252,8.851642252,8.566185998
"SMG8",6.031598154,6.60328386,5.981996799,5.749834413,5.534619856,6.304371044,5.872261755,5.586078243,5.526642508,5.534039272,5.840880615,6.040711051,5.932997549
"SMPD1",6.955626463,6.811905823,6.706423123,6.451161934,6.720704813,7.136287841,6.788162458,6.698129492,7.227684747,6.70458029,6.727435162,6.086168565,6.711040814
"SMS",9.533404967,9.165555841,9.240767688,9.957750866,9.291285751,9.420821114,9.057345682,9.334350382,8.909097546,9.338556364,8.907047334,9.766044334,8.986220432
"SMYD2",7.686966918,7.746059841,7.606364308,8.35127388,7.721796035,7.501369744,8.129679226,8.105508156,7.558416814,7.729973453,7.674641218,7.997908773,8.157119572
"SMYD3",7.172608525,7.228336883,6.527639671,7.118508848,7.232712374,7.098984174,6.808574746,6.96390817,6.742412353,6.654059307,6.659516616,6.513907895,6.643855785
"SNAPIN",5.552176636,5.111169091,5.373358732,5.170737543,5.129604025,5.022714482,4.572086827,4.775372021,4.578626453,5.515437993,5.176254352,5.482413116,5.806695498
"SND1",9.176854139,9.761182311,9.129243141,9.761905112,10.20843747,9.716281745,9.641349829,10.08098373,9.477209553,9.691610377,9.589982123,9.794874462,9.728972989
"SNF8",7.430096726,7.436040561,7.245843644,7.087307211,7.177212331,7.472584311,8.188830028,7.916846119,7.566329009,7.557388268,7.531350461,7.818885319,7.535460029
"SNHG1",5.894957105,6.287251973,6.576680999,6.924510008,6.286700167,6.658653547,5.999598626,5.910888562,7.348500342,6.452072156,5.789772323,5.979377027,5.934479115
"SNRNP200",6.409502323,6.244737845,5.97597554,6.173517105,6.332952309,5.912439629,6.035524521,6.982739963,6.415596522,5.924158149,5.864678374,6.663632402,6.35507013
"SNRNP40",8.098367265,8.021040473,8.038549483,8.438171988,7.830431397,7.991741546,7.886105531,7.790689709,8.065876841,8.331742156,7.764654524,7.957260469,7.781640129
"SNRPA",6.940007013,7.437000052,7.50356227,7.481718824,7.642262967,7.367732941,7.451106409,7.56062503,7.440788888,7.029194753,7.011387845,7.570434589,7.243167123
"SNRPB",9.828560477,9.997311034,9.966743326,10.80605604,10.19512483,10.16051475,10.31772068,10.25676206,10.40579026,10.09193899,9.945158243,10.08487693,10.00839589
"SNRPB2",10.27071949,9.90331569,9.831529727,10.63859348,10.27761025,10.36068302,10.53112689,10.36157856,10.38183281,10.18974755,10.43558983,10.2522325,10.07457178
"SNRPC",8.886623735,8.729467157,8.848686266,8.863840426,9.097247248,8.938887954,9.348650026,9.033703912,8.80742561,8.894633757,8.816295818,9.149337861,8.799216551
"SNRPD1",5.284221256,4.824697185,5.695867106,5.920782187,5.598850047,5.060169576,5.561299636,5.217421589,5.378556506,5.404579711,5.299059234,4.899034206,5.370292607
"SNRPD2",12.18021836,12.26591207,12.49469362,12.81748548,12.5212008,12.4115221,13.04331008,12.77302399,12.352295,12.08035946,12.26093921,12.5579393,12.31409834
"SNRPE",5.011018564,4.70235239,4.640285569,4.785665689,4.780540844,4.728003819,4.669401797,4.630052568,4.798733137,4.800133128,4.825491199,4.80925811,4.710494157
"SNRPF",10.6873314,10.74730544,10.66710141,10.31323864,10.38569095,10.56419715,10.92779111,10.65148744,10.73298877,10.50927919,10.61041214,10.67382314,10.58384328
"SNW1",5.244796676,4.859881171,5.441150198,5.690173103,5.158498662,5.381695624,4.868328618,4.613215577,4.869158016,5.941936156,5.000459534,5.395266046,5.149322069
"SNX12",5.269423421,5.136059638,4.650604128,5.177619671,4.878206238,5.245239952,4.535659005,5.564164095,4.511654814,4.749398333,4.999337648,4.972746675,5.196678021
"SNX27",9.495470916,8.951358367,9.255593469,9.486682446,9.173003163,9.328319153,9.163261042,9.299616169,8.931997153,9.620415166,8.928469676,9.386261846,8.787895281
"SNX30",7.881343477,7.865497662,7.527523153,7.943116811,7.70710692,8.066602587,7.71458417,7.440445662,7.80267344,7.766520056,7.575959347,7.906262809,7.381703788
"SOCS2",11.65649354,12.27942591,11.96658374,10.95193069,12.23575128,11.79104214,11.55090289,11.55684142,12.24545397,11.63190754,11.81872006,11.01215127,10.95934411
"SOCS7",4.601562232,4.652616279,4.613880554,4.802552768,4.80620399,4.618417403,4.606407819,4.527165026,4.589351083,4.676965066,4.701856812,4.592116394,4.883602553
"SORL1",9.851211755,9.780576201,9.672621762,8.512602886,9.421403914,9.637449338,10.09509844,10.07635052,8.496815006,9.446083389,10.53664973,9.344489259,10.27071949
"SORT1",6.624340449,5.66641343,5.750977016,7.899061713,7.06355649,6.59404393,6.954067944,6.286299469,6.399409624,8.876318412,6.068046545,7.33892735,5.885132464
"SOS1",6.587885951,5.207629546,5.687539257,5.840392383,5.859798234,5.824917847,5.720198076,4.857492979,5.359034032,5.421931627,6.400579484,5.20286448,6.886131032
"SOS2",5.316057401,5.430498536,5.460901395,5.821535542,5.258039897,5.646897246,5.081507269,5.045302609,5.395100634,4.901479088,5.101978713,5.151781533,5.080050588
"SOWAHA",6.43442119,5.846607162,5.798196355,5.216804951,6.203161044,5.076344616,6.464896742,5.667085304,5.456755848,5.240934476,6.10487372,4.883204785,6.077121257
"SPAG5",4.919364728,4.881784927,5.007082442,4.895235842,4.979084613,5.003806375,5.223655221,4.911391742,6.033405166,5.156752265,5.172954374,5.294887094,5.077166798
"SPATA6L",6.476937243,6.249843329,5.897008072,5.107953346,5.815646737,6.040711051,6.8556496,5.851265396,6.811603338,5.684157782,5.38318674,5.738045577,6.578641624
